task	class	method	rank	feature_index	unitig_id	attribution	unitig_len	n_samples_used
feature	midden	gxi	48	30477	3000256	0.02553328312933445	61	40
feature	midden	gxi	49	43403	3131443	0.025302743539214134	162	40
feature	midden	gxi	50	105244	3476154	0.025247901678085327	84	40
feature	ocean	ig	1	23142	2918818	0.16344138979911804	61	40
feature	ocean	ig	2	103470	3471069	0.14231543242931366	67	40
feature	ocean	ig	3	101159	3462275	-0.11744952201843262	62	40
feature	ocean	ig	4	104978	3475587	0.10617277771234512	61	40
feature	ocean	ig	5	44025	3135386	0.10201140493154526	70	40
feature	ocean	ig	6	94666	3442527	0.10010834038257599	66	40
feature	ocean	ig	7	13262	2866208	0.08774712681770325	61	40
feature	ocean	ig	8	4975	2821848	0.08682140707969666	79	40
feature	ocean	ig	9	42319	3129492	0.07941769808530807	61	40
feature	ocean	ig	10	83487	3405821	0.07710814476013184	67	40
feature	ocean	ig	11	11807	2861118	0.07512972503900528	62	40
feature	ocean	ig	12	91020	3430778	0.07077980786561966	63	40
feature	ocean	ig	13	47790	3190989	0.06887488067150116	61	40
feature	ocean	ig	14	61191	3292576	0.06807129085063934	72	40
feature	ocean	ig	15	108788	3488251	0.06676343828439713	87	40
feature	ocean	ig	16	40892	3109234	0.06516065448522568	72	40
feature	ocean	ig	17	47781	3190970	0.06373344361782074	64	40
feature	ocean	ig	18	40282	3086205	0.06119704991579056	61	40
feature	ocean	ig	19	37569	3078675	0.06044026464223862	105	40
feature	ocean	ig	20	4737	2821412	0.05848938971757889	84	40
feature	ocean	ig	21	109937	3490524	0.05839680880308151	98	40
feature	ocean	ig	22	62454	3319625	-0.056984029710292816	63	40
feature	ocean	ig	23	71357	3348637	0.05442451313138008	61	40
feature	ocean	ig	24	80362	3396206	0.05389561131596565	83	40
feature	ocean	ig	25	62133	3318887	0.053891729563474655	61	40
feature	ocean	ig	26	99522	3458410	0.05354175716638565	63	40
feature	ocean	ig	27	21412	2913476	0.05296136811375618	63	40
feature	ocean	ig	28	75675	3380560	0.052496474236249924	73	40
feature	ocean	ig	29	97091	3449563	-0.050603169947862625	81	40
