task	class	method	rank	feature_index	unitig_id	attribution	unitig_len	n_samples_used
material	dental calculus	ig	47	35060	3053770	-0.0051214611157774925	68	40
material	dental calculus	ig	48	23142	2918818	-0.0051199644804000854	61	40
material	dental calculus	ig	49	87458	3418470	0.00476913433521986	65	40
material	dental calculus	ig	50	45969	3161410	0.004745601676404476	61	40
material	dental calculus	gxi	1	110168	3490757	0.0	265	40
material	dental calculus	gxi	2	110169	3490758	0.0	353	40
material	dental calculus	gxi	3	110170	3490759	0.0	348	40
material	dental calculus	gxi	4	110171	3490760	0.0	340	40
material	dental calculus	gxi	5	110172	3490761	0.0	484	40
material	dental calculus	gxi	6	110173	3490762	0.0	187	40
material	dental calculus	gxi	7	110174	3490763	0.0	521	40
material	dental calculus	gxi	8	110175	3490764	0.0	365	40
material	dental calculus	gxi	9	110160	3490749	0.0	301	40
material	dental calculus	gxi	10	110161	3490750	0.0	357	40
material	dental calculus	gxi	11	110162	3490751	0.0	262	40
material	dental calculus	gxi	12	110163	3490752	0.0	230	40
material	dental calculus	gxi	13	110164	3490753	0.0	351	40
material	dental calculus	gxi	14	110165	3490754	0.0	242	40
material	dental calculus	gxi	15	110166	3490755	0.0	290	40
material	dental calculus	gxi	16	110167	3490756	0.0	424	40
material	dental calculus	gxi	17	110152	3490741	0.0	332	40
material	dental calculus	gxi	18	110153	3490742	0.0	209	40
material	dental calculus	gxi	19	110154	3490743	0.0	287	40
material	dental calculus	gxi	20	110155	3490744	0.0	207	40
material	dental calculus	gxi	21	110156	3490745	0.0	185	40
material	dental calculus	gxi	22	110157	3490746	0.0	199	40
material	dental calculus	gxi	23	110158	3490747	0.0	325	40
material	dental calculus	gxi	24	110159	3490748	0.0	396	40
material	dental calculus	gxi	25	110144	3490733	0.0	201	40
material	dental calculus	gxi	26	110145	3490734	0.0	384	40
material	dental calculus	gxi	27	110146	3490735	0.0	289	40
material	dental calculus	gxi	28	110147	3490736	0.0	229	40
material	dental calculus	gxi	29	110148	3490737	0.0	266	40
material	dental calculus	gxi	30	110149	3490738	0.0	324	40
material	dental calculus	gxi	31	110150	3490739	0.0	277	40
material	dental calculus	gxi	32	110151	3490740	0.0	231	40
material	dental calculus	gxi	33	24	2805774	0.0	61	40
material	dental calculus	gxi	34	25	2805775	0.0	67	40
material	dental calculus	gxi	35	26	2805777	0.0	79	40
material	dental calculus	gxi	36	27	2805787	0.0	63	40
material	dental calculus	gxi	37	28	2805806	0.0	62	40
material	dental calculus	gxi	38	29	2805821	0.0	61	40
material	dental calculus	gxi	39	30	2805822	0.0	73	40
material	dental calculus	gxi	40	31	2805823	0.0	68	40
material	dental calculus	gxi	41	16	2805710	0.0	65	40
material	dental calculus	gxi	42	17	2805713	0.0	62	40
material	dental calculus	gxi	43	18	2805726	0.0	65	40
material	dental calculus	gxi	44	19	2805748	0.0	85	40
material	dental calculus	gxi	45	20	2805754	0.0	62	40
material	dental calculus	gxi	46	21	2805757	0.0	61	40
material	dental calculus	gxi	47	22	2805761	0.0	63	40
material	dental calculus	gxi	48	23	2805765	0.0	70	40
material	dental calculus	gxi	49	8	2805205	0.0	61	40
material	dental calculus	gxi	50	9	2805358	0.0	61	40
material	intestine	ig	1	53875	3250039	0.06959494948387146	61	9
material	intestine	ig	2	87124	3417743	0.06291397660970688	65	9
material	intestine	ig	3	49176	3194322	0.054024793207645416	64	9
material	intestine	ig	4	11766	2861022	0.05262673273682594	61	9
material	intestine	ig	5	35209	3054499	0.05168132111430168	79	9
material	intestine	ig	6	55543	3255308	0.0460454598069191	74	9
material	intestine	ig	7	64354	3325934	0.04394254460930824	96	9
