run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sra_file_role	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	fastq_file_role	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	bam_file_role	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_file_role	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR21206739	Illumina MiSeq sequencing: WGS of OS-MRSA Collection	SAMN30438016	Staphylococcus aureus	SRA1484421					RANDOM						2022-08-28							105076134				Vladimir Gostev				61950422;73353377	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR212/039/SRR21206739											ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_2.fastq.gz							Russia: Saint Petersburg	Pathogen.cl	Pathogen: clinical or host-associated sample from Staphylococcus aureus	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/039/SRR21206739		9f335802aeaa6ea431726936bb32f579;9c9cc64bee4faaa1fd954f5b99f2f9c7	SRP394088		586661	OS-MRSA Genome Sequencing		GENERATED_FILE;GENERATED_FILE					2012-12-31		Pathogen: clinical or host-associated sample from Staphylococcus aureus					Illumina MiSeq							Illumina MiSeq sequencing: WGS of OS-MRSA Collection					9606			ad01cfbd7e542f2cee208d4a1a37b358		ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_2.fastq.gz					267847079	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/039/SRR21206739		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/039/SRR21206739/SRR21206739_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			Sau_SA0380_OSMRSA		2012-01-01			380_S17_L001_R1_001.fastq.gz							2012	Sau_SA0380_OSMRSA		SUB11971288				Homo sapiens	Sau_SA0380_OSMRSA	pathogen;pathogen:priority;pathogen:bacterium	2022-08-28		SA0380	SRX17217554	Staphylococcus aureus		1280	PRJNA872007							Homo sapiens		SRR21206739	SRS14784547											2022-08-28		PRJNA872007						missing
SRR21277200	Illumina HiSeq 2500 sequencing: WGS of Mycobacterium tuberculosis: sputum	SAMN30543751		SRA1485834					RANDOM						2022-09-02							703824093				Zhejiang CDC				473060372;487795369	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR212/000/SRR21277200											ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_2.fastq.gz							China: Zhejiang	Pathogen.cl	Pathogen: clinical or host-associated sample from Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/000/SRR21277200		8c48d86506956b425505e00dbe2c2c1c;e9dddcc63504179f572d1fa076dfbbc1	SRP394436		7335623	Emergence and evolution of drug-resistant Mycobacterium tuberculosis in eastern China: a six-year prospective study		GENERATED_FILE;GENERATED_FILE					2020-12-31		Pathogen: clinical or host-associated sample from Mycobacterium tuberculosis					Illumina HiSeq 2500							Illumina HiSeq 2500 sequencing: WGS of Mycobacterium tuberculosis: sputum					9606			03c8bfd8c7b5dc655a4a4835c1cf6946		ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_2.fastq.gz					2200686900	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/000/SRR21277200		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/000/SRR21277200/SRR21277200_2.fastq.gz	1;131567;2;1783272;201174;1760;85007;1762;1763;77643;1773			JK-0982		2020-01-01			JK-0982_R1.fastq.gz							2020	JK-0982		SUB11936316				Homo sapiens	JK-0982	pathogen;pathogen:priority;pathogen:bacterium	2022-08-29			SRX17286297	Mycobacterium tuberculosis		1773	PRJNA874331							Homo sapiens		SRR21277200	SRS14850977											2022-08-29		PRJNA874331						
SRR21351379	Illumina NovaSeq 6000 sequencing: GSM6524379: HBA_220308_H1930004_CX50_DGC_CA4Cpy_1_P1-6-B11-F24 Homo sapiens OTHER	SAMN30597960	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool125_h1930004_DGC-CA4Cpy	SRA1487844					other						2023-08-05							77055144								47366117;49191510	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR213/079/SRR21351379.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_2.fastq.gz							missing	Generic	HBA_220308_H1930004_CX50_DGC_CA4Cpy_1_P1-6-B11-F24	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/079/SRR21351379.lite		ab77b03db457fad4f0a598ad8da73b9c;b94d79c601ba3505a97232930eb70522	SRP394909		1029886	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool125_h1930004_DGC-CA4Cpy		GENERATED_FILE;GENERATED_FILE							HBA_220308_H1930004_CX50_DGC_CA4Cpy_1_P1-6-B11-F24					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6524379: HBA_220308_H1930004_CX50_DGC_CA4Cpy_1_P1-6-B11-F24 Homo sapiens OTHER								eba6f72d8daaeb80ffee1b3611eb2db5		ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_2.fastq.gz					299626593	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/079/SRR21351379.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/079/SRR21351379/SRR21351379_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6524379					GSM6524379_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6524379		GEO						env_tax;env_tax:terrestrial	2023-07-10			SRX17357962	Homo sapiens		9606	PRJNA875081									SRR21351379	SRS14917973											2023-07-10		GSE212335						
SRR21379012	Illumina NovaSeq 6000 sequencing: GSM6530834: HBA_220315_H1930004_CB63_CBL_1_P5-2-O5-E4 Homo sapiens OTHER	SAMN30621828	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool126_h1930004_CBL	SRA1488534					other						2023-07-25							190206884								124915861;130194464	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR213/012/SRR21379012.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_2.fastq.gz							missing	Generic	HBA_220315_H1930004_CB63_CBL_1_P5-2-O5-E4	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/012/SRR21379012.lite		8ec6e0b15f8ef1e625fce62c94cec429;8eeb6d67d3d666546e4d6ff2b2992ef8	SRP395091		2487573	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool126_h1930004_CBL		GENERATED_FILE;GENERATED_FILE							HBA_220315_H1930004_CB63_CBL_1_P5-2-O5-E4					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6530834: HBA_220315_H1930004_CB63_CBL_1_P5-2-O5-E4 Homo sapiens OTHER								ca06c771f32a367dbbfc8a8390faad31		ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_2.fastq.gz					725422870	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/012/SRR21379012.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/012/SRR21379012/SRR21379012_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6530834					GSM6530834_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6530834		GEO						env_tax;env_tax:terrestrial	2023-07-09			SRX17385719	Homo sapiens		9606	PRJNA875435									SRR21379012	SRS14946928											2023-07-09		GSE212426						
SRR21379465	Illumina NovaSeq 6000 sequencing: GSM6530554: HBA_220315_H1930004_CB63_CBL_1_P4-3-E5-M6 Homo sapiens OTHER	SAMN30621596	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool126_h1930004_CBL	SRA1488534					other						2023-08-07							256959474								152676896;159479823	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR213/065/SRR21379465.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_2.fastq.gz							missing	Generic	HBA_220315_H1930004_CB63_CBL_1_P4-3-E5-M6	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/065/SRR21379465.lite		125173e516d5789428c9fd9e532bf966;424b42c9323b470a7a4c6b36f239d4ef	SRP395091		3422383	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool126_h1930004_CBL		GENERATED_FILE;GENERATED_FILE							HBA_220315_H1930004_CB63_CBL_1_P4-3-E5-M6					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6530554: HBA_220315_H1930004_CB63_CBL_1_P4-3-E5-M6 Homo sapiens OTHER								257655b611205bb4d7a2c06ab44c04e8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_2.fastq.gz					997937351	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR213/065/SRR21379465.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR213/065/SRR21379465/SRR21379465_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6530554					GSM6530554_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6530554		GEO						env_tax;env_tax:terrestrial	2023-07-11			SRX17385635	Homo sapiens		9606	PRJNA875435									SRR21379465	SRS14946844											2023-07-11		GSE212426						
SRR21401319	Illumina NovaSeq 6000 sequencing: GSM6537348: HBA_220315_H1930004_CB60_CBV_1_P8-3-J7-N6 Homo sapiens OTHER	SAMN30647627	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool127_h1930004_CBV	SRA1489609					other						2023-08-05							76662036								46281795;48438838	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR214/019/SRR21401319.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_2.fastq.gz							missing	Generic	HBA_220315_H1930004_CB60_CBV_1_P8-3-J7-N6	ftp.sra.ebi.ac.uk/vol1/srr/SRR214/019/SRR21401319.lite		e23f060cabe5d444af2cc94792e1c728;0b352331c1835732a922fc3fba12c3df	SRP395353		1021932	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool127_h1930004_CBV		GENERATED_FILE;GENERATED_FILE							HBA_220315_H1930004_CB60_CBV_1_P8-3-J7-N6					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6537348: HBA_220315_H1930004_CB60_CBV_1_P8-3-J7-N6 Homo sapiens OTHER								55ee6f65a716d5a12220c2655dadebca		ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_2.fastq.gz					298544364	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR214/019/SRR21401319.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR214/019/SRR21401319/SRR21401319_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6537348					GSM6537348_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6537348		GEO						env_tax;env_tax:terrestrial	2023-07-11			SRX17404319	Homo sapiens		9606	PRJNA876125									SRR21401319	SRS14964033											2023-07-11		GSE212555						
SRR21404794	Illumina NovaSeq 6000 sequencing: GSM6538667: HBA_220322_H1930004_BS91_IC_1_P1-5-K15-F10 Homo sapiens OTHER	SAMN30649859	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool128_h1930004_IC	SRA1490037					other						2023-08-05							127672345								77955531;81475245	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR214/094/SRR21404794.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_2.fastq.gz							missing	Generic	HBA_220322_H1930004_BS91_IC_1_P1-5-K15-F10	ftp.sra.ebi.ac.uk/vol1/srr/SRR214/094/SRR21404794.lite		43c7e90a7e55d6f3c78e4e9a7a34118c;89e746edbd4016598f93cb7ad856e216	SRP395404		1704045	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool128_h1930004_IC		GENERATED_FILE;GENERATED_FILE							HBA_220322_H1930004_BS91_IC_1_P1-5-K15-F10					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6538667: HBA_220322_H1930004_BS91_IC_1_P1-5-K15-F10 Homo sapiens OTHER								05bd8d015773147a08b9e90085f4616c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_2.fastq.gz					496844392	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR214/094/SRR21404794.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR214/094/SRR21404794/SRR21404794_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6538667					GSM6538667_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6538667		GEO						env_tax;env_tax:terrestrial	2023-07-10			SRX17412118	Homo sapiens		9606	PRJNA876271									SRR21404794	SRS14968327											2023-07-10		GSE212612						
SRR21658632	Illumina MiSeq sequencing: WGS of clinical Mycobacterium tuberculosis isolate	SAMN30951437	Mycobacterium tuberculosis	SRA1502751					RANDOM						2022-09-24							374004751				Wadsworth Center				212819786;238768601	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR216/032/SRR21658632											ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_2.fastq.gz							USA	Pathogen.cl	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/srr/SRR216/032/SRR21658632		f9e6232dd068b02d4e33344b73eef2e6;779b985aa67d6e38fb2a909b31d7096a	SRP338930		1252669	Mycobacterium tuberculosis Raw sequence reads		GENERATED_FILE;GENERATED_FILE					2016-12-31		Mycobacterium tuberculosis					Illumina MiSeq							Illumina MiSeq sequencing: WGS of clinical Mycobacterium tuberculosis isolate					9606			ff0edf2111a0c8475f597c973cd25e49		ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_2.fastq.gz					596990164	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR216/032/SRR21658632		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/032/SRR21658632/SRR21658632_2.fastq.gz	1;131567;2;1783272;201174;1760;85007;1762;1763;77643;1773			IDR1600031226		2016-01-01			IDR1600031226-01-00_S12_L001_R1_001.fastq.gz							2016	IDR1600031226		SUB12087438				Homo sapiens	IDR1600031226	pathogen;pathogen:priority;pathogen:bacterium	2022-09-24		IDR1600031226	SRX17658473	Mycobacterium tuberculosis		1773	PRJNA766641							Homo sapiens		SRR21658632	SRS15190743											2022-09-24		PRJNA766641						missing
SRR21770668	Illumina NovaSeq 6000 sequencing: Low coverage genomic sequencing data of Canis lupus familiaris sample from an individual dog collected by the Dog Aging Project	SAMN25333335	Canis lupus familiaris	SRA1395775					other						2023-01-05							36311557								24993768;24692495	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR217/068/SRR21770668								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_2.fastq.gz								Model organism or animal	Model organism or animal sample from Canis lupus familiaris	ftp.sra.ebi.ac.uk/vol1/srr/SRR217/068/SRR21770668		6103b46ab49e5585ac4ecaac3d06e759;aaf387ca22b09779c16ebb398c41b176	SRP365116		439353	Low coverage whole genome sequencing of dog samples collected by the Dog Aging Project		GENERATED_FILE;GENERATED_FILE							Model organism or animal sample from Canis lupus familiaris					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: Low coverage genomic sequencing data of Canis lupus familiaris sample from an individual dog collected by the Dog Aging Project								22f738681e7580e88cf29e6bcc4f2ebc		ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_2.fastq.gz					107331910	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR217/068/SRR21770668		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/068/SRR21770668/SRR21770668_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314145;33554;379584;9608;9611;9612;9615			31020061510544			familiaris		45d6beaf-2ea7-47cb-bb4c-6c84dad253d9_31020061510544_fastq-r1.fastq.gz								45d6beaf-2ea7-47cb-bb4c-6c84dad253d9		SUB11258303					45d6beaf-2ea7-47cb-bb4c-6c84dad253d9	env_tax;env_tax:terrestrial	2023-01-02			SRX17765693	Canis lupus familiaris		9615	PRJNA800779									SRR21770668	SRS15292988											2023-01-02		PRJNA800779					saliva	
SRR21770669	Illumina NovaSeq 6000 sequencing: Low coverage genomic sequencing data of Canis lupus familiaris sample from an individual dog collected by the Dog Aging Project	SAMN25331816	Canis lupus familiaris	SRA1395775					other						2023-01-03							385133561								262340117;272717807	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR217/069/SRR21770669								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_2.fastq.gz								Model organism or animal	Model organism or animal sample from Canis lupus familiaris	ftp.sra.ebi.ac.uk/vol1/srr/SRR217/069/SRR21770669		03c88f7b64f6a6d5d7ca48ad1b26615c;793d136e0dc3e381b103140ebe959d0d	SRP365116		3969985	Low coverage whole genome sequencing of dog samples collected by the Dog Aging Project		GENERATED_FILE;GENERATED_FILE							Model organism or animal sample from Canis lupus familiaris					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: Low coverage genomic sequencing data of Canis lupus familiaris sample from an individual dog collected by the Dog Aging Project								9667fc34e052efa22023ede7ac6401e2		ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_2.fastq.gz					1157413651	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR217/069/SRR21770669		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/069/SRR21770669/SRR21770669_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314145;33554;379584;9608;9611;9612;9615			31020061503348			familiaris		44e913c0-50cc-4471-b073-4b9dd561a6cd_31020061503348_fastq-r1.fastq.gz								44e913c0-50cc-4471-b073-4b9dd561a6cd		SUB11258303					44e913c0-50cc-4471-b073-4b9dd561a6cd	env_tax;env_tax:terrestrial	2023-01-02			SRX17765692	Canis lupus familiaris		9615	PRJNA800779									SRR21770669	SRS15292987											2023-01-02		PRJNA800779					saliva	
