task,rank,feature_index,importance_score,method
sample_type,66,72428,0.1906777173280716,gradient_based
sample_type,67,51043,0.19013267755508423,gradient_based
sample_type,68,58162,0.1899574100971222,gradient_based
sample_type,69,60174,0.1892583817243576,gradient_based
sample_type,70,101395,0.18889422714710236,gradient_based
sample_type,71,15604,0.1887265294790268,gradient_based
sample_type,72,23694,0.1881295144557953,gradient_based
sample_type,73,102615,0.1867050975561142,gradient_based
sample_type,74,32623,0.1865108460187912,gradient_based
sample_type,75,59337,0.1862046718597412,gradient_based
sample_type,76,6093,0.18576399981975555,gradient_based
sample_type,77,37361,0.18550410866737366,gradient_based
sample_type,78,48145,0.18536688387393951,gradient_based
sample_type,79,42281,0.18530704081058502,gradient_based
sample_type,80,11757,0.18469205498695374,gradient_based
sample_type,81,90963,0.1837630271911621,gradient_based
sample_type,82,85509,0.18365010619163513,gradient_based
sample_type,83,87263,0.18244676291942596,gradient_based
sample_type,84,35273,0.18201306462287903,gradient_based
sample_type,85,15447,0.18192866444587708,gradient_based
sample_type,86,81317,0.18170501291751862,gradient_based
sample_type,87,63548,0.18170081079006195,gradient_based
sample_type,88,5799,0.1812935471534729,gradient_based
sample_type,89,50841,0.1807861030101776,gradient_based
sample_type,90,3928,0.18032003939151764,gradient_based
sample_type,91,89082,0.17978718876838684,gradient_based
sample_type,92,48150,0.17930960655212402,gradient_based
sample_type,93,84899,0.17902465164661407,gradient_based
sample_type,94,76265,0.17895875871181488,gradient_based
sample_type,95,55084,0.17861588299274445,gradient_based
sample_type,96,68424,0.1779182255268097,gradient_based
sample_type,97,41089,0.17769721150398254,gradient_based
sample_type,98,7016,0.17760255932807922,gradient_based
sample_type,99,75809,0.17747464776039124,gradient_based
sample_type,100,52699,0.17728620767593384,gradient_based
community_type,1,4006,1.3063204288482666,gradient_based
community_type,2,42769,1.1166545152664185,gradient_based
community_type,3,73483,1.024006724357605,gradient_based
community_type,4,12332,0.9691334962844849,gradient_based
community_type,5,83289,0.9434546828269958,gradient_based
community_type,6,83926,0.8985897302627563,gradient_based
community_type,7,70036,0.8975281715393066,gradient_based
community_type,8,63713,0.8512260913848877,gradient_based
community_type,9,6093,0.807257354259491,gradient_based
community_type,10,89078,0.7916973233222961,gradient_based
community_type,11,2,0.7870960235595703,gradient_based
community_type,12,48083,0.7860389947891235,gradient_based
community_type,13,79805,0.764173686504364,gradient_based
community_type,14,11757,0.7465492486953735,gradient_based
community_type,15,58044,0.7289339303970337,gradient_based
community_type,16,27398,0.7284579873085022,gradient_based
community_type,17,95320,0.7044174671173096,gradient_based
community_type,18,45990,0.6903483271598816,gradient_based
community_type,19,59337,0.6800702214241028,gradient_based
community_type,20,41717,0.6766626834869385,gradient_based
community_type,21,84899,0.6711475849151611,gradient_based
community_type,22,89128,0.6674463152885437,gradient_based
community_type,23,53353,0.6667999625205994,gradient_based
community_type,24,49132,0.6578764915466309,gradient_based
community_type,25,61486,0.6549538373947144,gradient_based
community_type,26,13014,0.6505781412124634,gradient_based
community_type,27,25392,0.6158449053764343,gradient_based
community_type,28,94266,0.6132141947746277,gradient_based
community_type,29,6909,0.6103191375732422,gradient_based
community_type,30,81588,0.6096850037574768,gradient_based
community_type,31,74301,0.6034866571426392,gradient_based
community_type,32,97781,0.6032321453094482,gradient_based
community_type,33,35300,0.6025065183639526,gradient_based
community_type,34,12247,0.5997357964515686,gradient_based
community_type,35,79362,0.5917578339576721,gradient_based
community_type,36,61644,0.5860544443130493,gradient_based
community_type,37,23473,0.5843966007232666,gradient_based
community_type,38,10087,0.5839014649391174,gradient_based
community_type,39,104523,0.5837604999542236,gradient_based
community_type,40,65860,0.5834490060806274,gradient_based
community_type,41,58162,0.5815733075141907,gradient_based
community_type,42,37779,0.5788766741752625,gradient_based
community_type,43,13237,0.574638307094574,gradient_based
community_type,44,89067,0.5740982890129089,gradient_based
community_type,45,46190,0.5704673528671265,gradient_based
community_type,46,35835,0.568480908870697,gradient_based
community_type,47,89129,0.5679371356964111,gradient_based
community_type,48,17428,0.5671482086181641,gradient_based
community_type,49,87006,0.5664042234420776,gradient_based
community_type,50,23373,0.5603869557380676,gradient_based
community_type,51,83375,0.5602774620056152,gradient_based
community_type,52,45045,0.5593986511230469,gradient_based
community_type,53,24065,0.5593793988227844,gradient_based
community_type,54,34234,0.5588056445121765,gradient_based
community_type,55,32725,0.5540459752082825,gradient_based
community_type,56,55081,0.5518210530281067,gradient_based
community_type,57,54404,0.5450361967086792,gradient_based
community_type,58,41110,0.5439554452896118,gradient_based
community_type,59,1753,0.5424244999885559,gradient_based
community_type,60,61193,0.5411774516105652,gradient_based
community_type,61,101923,0.5407124161720276,gradient_based
community_type,62,56264,0.5399584770202637,gradient_based
community_type,63,105638,0.5376675724983215,gradient_based
community_type,64,82952,0.5349149107933044,gradient_based
community_type,65,39027,0.5336434841156006,gradient_based
community_type,66,44596,0.5324059128761292,gradient_based
community_type,67,61043,0.5312474370002747,gradient_based
community_type,68,61517,0.5309299230575562,gradient_based
community_type,69,2793,0.5301721692085266,gradient_based
community_type,70,31092,0.5272229909896851,gradient_based
community_type,71,15117,0.5258880257606506,gradient_based
community_type,72,46535,0.5243757963180542,gradient_based
community_type,73,43821,0.5241970419883728,gradient_based
community_type,74,55208,0.5228805541992188,gradient_based
community_type,75,62765,0.5227594971656799,gradient_based
community_type,76,31823,0.5219617486000061,gradient_based
community_type,77,48192,0.5215808153152466,gradient_based
community_type,78,52750,0.519163191318512,gradient_based
community_type,79,85509,0.5188913345336914,gradient_based
community_type,80,405,0.5147407054901123,gradient_based
community_type,81,0,0.5106334090232849,gradient_based
community_type,82,73972,0.5079134702682495,gradient_based
community_type,83,67819,0.5073957443237305,gradient_based
community_type,84,78980,0.5047121644020081,gradient_based
community_type,85,1312,0.5041670799255371,gradient_based
community_type,86,15532,0.5021522045135498,gradient_based
community_type,87,17356,0.5019949078559875,gradient_based
community_type,88,92564,0.5002415180206299,gradient_based
community_type,89,86778,0.49956539273262024,gradient_based
community_type,90,76169,0.4985937476158142,gradient_based
community_type,91,89125,0.49724823236465454,gradient_based
community_type,92,32,0.4959847331047058,gradient_based
community_type,93,13564,0.493379145860672,gradient_based
community_type,94,42855,0.4923548102378845,gradient_based
community_type,95,97175,0.4923062324523926,gradient_based
community_type,96,62322,0.49216923117637634,gradient_based
community_type,97,54785,0.49076607823371887,gradient_based
community_type,98,56742,0.4899691939353943,gradient_based
community_type,99,63504,0.48671379685401917,gradient_based
community_type,100,24875,0.4867037832736969,gradient_based
sample_host,1,4006,1.2318406105041504,gradient_based
sample_host,2,73483,1.0911192893981934,gradient_based
sample_host,3,42769,1.078560471534729,gradient_based
sample_host,4,12332,0.8780830502510071,gradient_based
sample_host,5,83926,0.8561497926712036,gradient_based
sample_host,6,83289,0.8435875773429871,gradient_based
sample_host,7,63713,0.8275611996650696,gradient_based
sample_host,8,2,0.7929743528366089,gradient_based
sample_host,9,6093,0.790084183216095,gradient_based
sample_host,10,48083,0.765116810798645,gradient_based
sample_host,11,11757,0.7426877617835999,gradient_based
sample_host,12,79805,0.7399455308914185,gradient_based
sample_host,13,70036,0.7388507127761841,gradient_based
sample_host,14,58044,0.7219640612602234,gradient_based
sample_host,15,59337,0.6903398036956787,gradient_based
sample_host,16,61486,0.6794273853302002,gradient_based
sample_host,17,84899,0.6720282435417175,gradient_based
sample_host,18,95320,0.6677845120429993,gradient_based
sample_host,19,89128,0.666831374168396,gradient_based
sample_host,20,27398,0.6505505442619324,gradient_based
sample_host,21,49132,0.6496696472167969,gradient_based
sample_host,22,53353,0.6485900282859802,gradient_based
sample_host,23,41717,0.6266874670982361,gradient_based
sample_host,24,89078,0.6207720041275024,gradient_based
sample_host,25,58162,0.6125504374504089,gradient_based
sample_host,26,25392,0.6117563247680664,gradient_based
sample_host,27,13014,0.6055879592895508,gradient_based
sample_host,28,81588,0.58753502368927,gradient_based
sample_host,29,6909,0.5791983604431152,gradient_based
sample_host,30,89129,0.5775184631347656,gradient_based
sample_host,31,61644,0.5736934542655945,gradient_based
sample_host,32,17428,0.5731621980667114,gradient_based
sample_host,33,97781,0.5699223875999451,gradient_based
sample_host,34,55208,0.5630231499671936,gradient_based
sample_host,35,14338,0.5587512850761414,gradient_based
sample_host,36,79362,0.5574591755867004,gradient_based
sample_host,37,13237,0.5558527112007141,gradient_based
sample_host,38,23373,0.5535875558853149,gradient_based
sample_host,39,48192,0.553392231464386,gradient_based
sample_host,40,31092,0.5503966212272644,gradient_based
sample_host,41,10087,0.5491567254066467,gradient_based
sample_host,42,405,0.5474444627761841,gradient_based
sample_host,43,45990,0.5464863181114197,gradient_based
sample_host,44,74301,0.5456804633140564,gradient_based
sample_host,45,1753,0.5436961650848389,gradient_based
sample_host,46,67819,0.5397862792015076,gradient_based
sample_host,47,15117,0.5396054983139038,gradient_based
sample_host,48,55081,0.5378673672676086,gradient_based
sample_host,49,46190,0.5357292890548706,gradient_based
sample_host,50,37779,0.5330261588096619,gradient_based
sample_host,51,56264,0.5323682427406311,gradient_based
sample_host,52,83375,0.5297120809555054,gradient_based
sample_host,53,82952,0.5274450182914734,gradient_based
sample_host,54,2793,0.5269553661346436,gradient_based
sample_host,55,41110,0.5269447565078735,gradient_based
sample_host,56,94266,0.5267930030822754,gradient_based
sample_host,57,104523,0.5239701271057129,gradient_based
sample_host,58,85509,0.5227938890457153,gradient_based
sample_host,59,35835,0.5203702449798584,gradient_based
sample_host,60,34234,0.5188416838645935,gradient_based
sample_host,61,32725,0.5187116861343384,gradient_based
sample_host,62,92828,0.5183695554733276,gradient_based
sample_host,63,32,0.5175209045410156,gradient_based
sample_host,64,105638,0.5134844183921814,gradient_based
sample_host,65,87006,0.5134148001670837,gradient_based
sample_host,66,12247,0.5120631456375122,gradient_based
sample_host,67,39027,0.5083640813827515,gradient_based
sample_host,68,0,0.508317232131958,gradient_based
sample_host,69,65860,0.5078586339950562,gradient_based
sample_host,70,24065,0.5064188838005066,gradient_based
sample_host,71,54404,0.5043131113052368,gradient_based
sample_host,72,24875,0.5035517811775208,gradient_based
sample_host,73,45045,0.5006665587425232,gradient_based
sample_host,74,52750,0.49907946586608887,gradient_based
sample_host,75,61060,0.4942742884159088,gradient_based
sample_host,76,62765,0.4927194118499756,gradient_based
sample_host,77,23473,0.4898013770580292,gradient_based
sample_host,78,61517,0.4885447323322296,gradient_based
sample_host,79,78980,0.4871631860733032,gradient_based
sample_host,80,43484,0.4867616593837738,gradient_based
sample_host,81,43821,0.48575422167778015,gradient_based
sample_host,82,46535,0.48414286971092224,gradient_based
sample_host,83,92584,0.4730716347694397,gradient_based
sample_host,84,86778,0.47013595700263977,gradient_based
sample_host,85,92564,0.4700261056423187,gradient_based
sample_host,86,76169,0.46756866574287415,gradient_based
sample_host,87,101923,0.46438509225845337,gradient_based
sample_host,88,24280,0.4637441635131836,gradient_based
sample_host,89,61043,0.46281561255455017,gradient_based
sample_host,90,18456,0.4618682563304901,gradient_based
sample_host,91,61193,0.46181198954582214,gradient_based
sample_host,92,86870,0.4617390036582947,gradient_based
sample_host,93,69278,0.4614705741405487,gradient_based
sample_host,94,57899,0.46117424964904785,gradient_based
sample_host,95,17356,0.46015259623527527,gradient_based
sample_host,96,58666,0.4596480131149292,gradient_based
sample_host,97,102615,0.4578164219856262,gradient_based
sample_host,98,5863,0.4569186568260193,gradient_based
sample_host,99,96099,0.45658183097839355,gradient_based
sample_host,100,44596,0.45611751079559326,gradient_based
material,1,4006,1.31304931640625,gradient_based
material,2,12332,1.04399573802948,gradient_based
material,3,83289,0.983878493309021,gradient_based
material,4,70036,0.9697086215019226,gradient_based
material,5,42769,0.9035188555717468,gradient_based
material,6,73483,0.8480602502822876,gradient_based
material,7,63713,0.847865104675293,gradient_based
material,8,89078,0.8335997462272644,gradient_based
material,9,83926,0.8327170610427856,gradient_based
material,10,6093,0.8204794526100159,gradient_based
material,11,27398,0.7525380849838257,gradient_based
material,12,45990,0.7447642683982849,gradient_based
material,13,61486,0.7439441084861755,gradient_based
material,14,58044,0.7258656024932861,gradient_based
material,15,101923,0.7189497351646423,gradient_based
material,16,11757,0.7171059846878052,gradient_based
material,17,42855,0.7162991762161255,gradient_based
material,18,95320,0.7123002409934998,gradient_based
material,19,53353,0.7077429890632629,gradient_based
material,20,94266,0.6960542798042297,gradient_based
material,21,48083,0.6940876841545105,gradient_based
material,22,79805,0.689889132976532,gradient_based
material,23,35300,0.6884616613388062,gradient_based
material,24,23473,0.686602771282196,gradient_based
material,25,13014,0.6843692064285278,gradient_based
material,26,59337,0.6765080690383911,gradient_based
material,27,41717,0.672897219657898,gradient_based
material,28,104523,0.6587936878204346,gradient_based
material,29,53107,0.6562633514404297,gradient_based
material,30,89067,0.6526820063591003,gradient_based
material,31,10087,0.6526512503623962,gradient_based
material,32,61644,0.652050793170929,gradient_based
material,33,65860,0.6512076258659363,gradient_based
material,34,2,0.6490347981452942,gradient_based
material,35,89128,0.643108069896698,gradient_based
material,36,87006,0.6430801153182983,gradient_based
material,37,84899,0.6284216642379761,gradient_based
material,38,89125,0.6241564750671387,gradient_based
material,39,3041,0.6201580762863159,gradient_based
material,40,6909,0.6132257580757141,gradient_based
material,41,46190,0.6101964712142944,gradient_based
material,42,85509,0.6076566576957703,gradient_based
material,43,65886,0.6068724989891052,gradient_based
material,44,74301,0.6065793037414551,gradient_based
material,45,97781,0.605494499206543,gradient_based
material,46,34234,0.6038734912872314,gradient_based
material,47,25392,0.6010515689849854,gradient_based
material,48,49132,0.5956060886383057,gradient_based
material,49,41110,0.5945061445236206,gradient_based
material,50,12247,0.5909162163734436,gradient_based
material,51,46535,0.5895802974700928,gradient_based
material,52,23230,0.5891606211662292,gradient_based
material,53,61193,0.5865612626075745,gradient_based
material,54,54404,0.584455668926239,gradient_based
material,55,81588,0.5844191908836365,gradient_based
material,56,24065,0.5806994438171387,gradient_based
material,57,37779,0.5789288282394409,gradient_based
material,58,1312,0.573118269443512,gradient_based
material,59,79362,0.5728997588157654,gradient_based
material,60,56742,0.5716950297355652,gradient_based
material,61,56098,0.571395993232727,gradient_based
material,62,61060,0.5708376169204712,gradient_based
material,63,44596,0.568459689617157,gradient_based
material,64,15447,0.5675784945487976,gradient_based
material,65,54785,0.5617075562477112,gradient_based
material,66,45045,0.5608001351356506,gradient_based
material,67,35835,0.5579372644424438,gradient_based
material,68,59996,0.5565767884254456,gradient_based
material,69,31823,0.5544519424438477,gradient_based
material,70,78616,0.5512792468070984,gradient_based
material,71,91988,0.5508556962013245,gradient_based
material,72,2793,0.5500396490097046,gradient_based
material,73,38769,0.5478525161743164,gradient_based
material,74,15532,0.5421715974807739,gradient_based
material,75,43821,0.5416690707206726,gradient_based
material,76,63504,0.5409005880355835,gradient_based
material,77,105638,0.5405126214027405,gradient_based
material,78,13564,0.5389443635940552,gradient_based
material,79,59951,0.538016676902771,gradient_based
material,80,4825,0.536728024482727,gradient_based
material,81,11052,0.535881519317627,gradient_based
material,82,8316,0.5358241200447083,gradient_based
material,83,58134,0.5357851982116699,gradient_based
material,84,61043,0.5356842279434204,gradient_based
material,85,83375,0.53548663854599,gradient_based
material,86,90843,0.5344763994216919,gradient_based
material,87,11334,0.5325677990913391,gradient_based
material,88,17356,0.532219648361206,gradient_based
material,89,48192,0.5313053131103516,gradient_based
material,90,56264,0.5304000377655029,gradient_based
material,91,15609,0.5302008390426636,gradient_based
material,92,36997,0.5292049646377563,gradient_based
material,93,910,0.5276734232902527,gradient_based
material,94,102326,0.5263664722442627,gradient_based
material,95,61517,0.5259655714035034,gradient_based
material,96,17428,0.5219401121139526,gradient_based
material,97,87926,0.5210819244384766,gradient_based
material,98,14338,0.520758867263794,gradient_based
material,99,15872,0.5206220149993896,gradient_based
material,100,13237,0.5197125673294067,gradient_based
