target,model,dropped_project,n_dropped,f1_without,f1_full
community_type,kNN_5,PRJNA608555,15,0.4710028717210874,0.4730424419614055
community_type,kNN_5,PRJNA640385,8,0.4799338205032031,0.4730424419614055
community_type,kNN_5,PRJNA657304,9,0.46546092813826256,0.4730424419614055
community_type,kNN_5,PRJNA660212,3,0.4726468113978507,0.4730424419614055
community_type,kNN_5,PRJNA685265,20,0.4702873737293987,0.4730424419614055
community_type,kNN_5,PRJNA704183,4,0.4725136074806454,0.4730424419614055
community_type,kNN_5,PRJNA739881,3,0.4726468113978507,0.4730424419614055
community_type,kNN_5,PRJNA994900,70,0.4895807710338943,0.4730424419614055
feature,MajorityClass,PRJEB18629,83,0.09333333333333334,0.07007007007007007
feature,MajorityClass,PRJEB41420,1,0.07028112449799197,0.07007007007007007
feature,MajorityClass,PRJEB41665,14,0.07314524555903866,0.07007007007007007
feature,MajorityClass,PRJEB47746,9,0.08641975308641975,0.07007007007007007
feature,MajorityClass,PRJEB59830,11,0.08695652173913043,0.07007007007007007
feature,MajorityClass,PRJEB66300,42,0.08018327605956473,0.07007007007007007
feature,MajorityClass,PRJNA320875,70,0.0,0.07007007007007007
feature,MajorityClass,PRJNA558683,21,0.07478632478632478,0.07007007007007007
feature,MajorityClass,PRJNA680161,12,0.08722741433021806,0.07007007007007007
feature,LogisticRegression_Bal,PRJEB18629,83,0.5126384606600434,0.38430512732671
feature,LogisticRegression_Bal,PRJEB41420,1,0.38582741126219383,0.38430512732671
feature,LogisticRegression_Bal,PRJEB41665,14,0.36296403719191667,0.38430512732671
feature,LogisticRegression_Bal,PRJEB47746,9,0.3679375136552327,0.38430512732671
feature,LogisticRegression_Bal,PRJEB59830,11,0.4643969220228213,0.38430512732671
feature,LogisticRegression_Bal,PRJEB66300,42,0.3396499549129169,0.38430512732671
feature,LogisticRegression_Bal,PRJNA320875,70,0.27315687696398355,0.38430512732671
feature,LogisticRegression_Bal,PRJNA558683,21,0.36791272226341887,0.38430512732671
feature,LogisticRegression_Bal,PRJNA680161,12,0.5114342179559571,0.38430512732671
feature,LinearSVM_Bal,PRJEB18629,83,0.4806826849733028,0.343984962406015
feature,LinearSVM_Bal,PRJEB41420,1,0.3453769521650316,0.343984962406015
feature,LinearSVM_Bal,PRJEB41665,14,0.31857437642841874,0.343984962406015
feature,LinearSVM_Bal,PRJEB47746,9,0.3710115911485774,0.343984962406015
feature,LinearSVM_Bal,PRJEB59830,11,0.4201754385964912,0.343984962406015
feature,LinearSVM_Bal,PRJEB66300,42,0.2993421052631579,0.343984962406015
feature,LinearSVM_Bal,PRJNA320875,70,0.22857142857142856,0.343984962406015
feature,LinearSVM_Bal,PRJNA558683,21,0.3277511961722488,0.343984962406015
feature,LinearSVM_Bal,PRJNA680161,12,0.4377128053293856,0.343984962406015
feature,RandomForest,PRJEB18629,83,0.46540867242954526,0.38077850933512547
feature,RandomForest,PRJEB41420,1,0.38171751206704324,0.38077850933512547
feature,RandomForest,PRJEB41665,14,0.3701594840199234,0.38077850933512547
feature,RandomForest,PRJEB47746,9,0.3235641006706801,0.38077850933512547
feature,RandomForest,PRJEB59830,11,0.46010085887512203,0.38077850933512547
feature,RandomForest,PRJEB66300,42,0.3391946751091508,0.38077850933512547
feature,RandomForest,PRJNA320875,70,0.3995223524333109,0.38077850933512547
feature,RandomForest,PRJNA558683,21,0.3641252676664295,0.38077850933512547
feature,RandomForest,PRJNA680161,12,0.40049674403072294,0.38077850933512547
feature,RandomForest_Bal,PRJEB18629,83,0.46885521885521886,0.38794475964287284
feature,RandomForest_Bal,PRJEB41420,1,0.3889115980859101,0.38794475964287284
feature,RandomForest_Bal,PRJEB41665,14,0.37920967920967924,0.38794475964287284
feature,RandomForest_Bal,PRJEB47746,9,0.32090576090576095,0.38794475964287284
feature,RandomForest_Bal,PRJEB59830,11,0.4697153731936341,0.38794475964287284
feature,RandomForest_Bal,PRJEB66300,42,0.3469482561463694,0.38794475964287284
feature,RandomForest_Bal,PRJNA320875,70,0.40012804097311144,0.38794475964287284
feature,RandomForest_Bal,PRJNA558683,21,0.37139571235988056,0.38794475964287284
feature,RandomForest_Bal,PRJNA680161,12,0.4103577662401191,0.38794475964287284
feature,kNN_5,PRJEB18629,83,0.37825854700854705,0.3219887067910511
feature,kNN_5,PRJEB41420,1,0.32317583235898156,0.3219887067910511
feature,kNN_5,PRJEB41665,14,0.31865123134622414,0.3219887067910511
feature,kNN_5,PRJEB47746,9,0.3010410434503547,0.3219887067910511
feature,kNN_5,PRJEB59830,11,0.39089937839937844,0.3219887067910511
feature,kNN_5,PRJEB66300,42,0.2785615120914577,0.3219887067910511
feature,kNN_5,PRJNA320875,70,0.2501282051282051,0.3219887067910511
feature,kNN_5,PRJNA558683,21,0.30515196018291996,0.3219887067910511
feature,kNN_5,PRJNA680161,12,0.3987837786295936,0.3219887067910511
sample_host,MajorityClass,PRJEB11511,17,0.15288434214265414,0.15327257663628832
sample_host,MajorityClass,PRJEB30280,9,0.15306980656013455,0.15327257663628832
sample_host,MajorityClass,PRJEB30331,76,0.15134281200631913,0.15327257663628832
sample_host,MajorityClass,PRJEB31971,6,0.15313807531380755,0.15327257663628832
sample_host,MajorityClass,PRJEB34825,38,0.1899059024807528,0.15327257663628832
sample_host,MajorityClass,PRJEB41240,238,0.14455084359325124,0.15327257663628832
sample_host,MajorityClass,PRJEB41665,14,0.1550712489522213,0.15327257663628832
sample_host,MajorityClass,PRJEB44723,8,0.15309263923873495,0.15327257663628832
sample_host,MajorityClass,PRJEB55789,2,0.15322804100858964,0.15327257663628832
sample_host,MajorityClass,PRJEB56776,15,0.15293118096856415,0.15327257663628832
sample_host,MajorityClass,PRJEB58818,2,0.15322804100858964,0.15327257663628832
sample_host,MajorityClass,PRJEB67998,19,0.15283718277730254,0.15327257663628832
sample_host,MajorityClass,PRJEB78615,13,0.18592964824120603,0.15327257663628832
sample_host,MajorityClass,PRJNA1056444,39,0.15234720992028344,0.15327257663628832
sample_host,MajorityClass,PRJNA302605,5,0.15316067947646894,0.15327257663628832
sample_host,MajorityClass,PRJNA531027,19,0.18686868686868688,0.15327257663628832
sample_host,MajorityClass,PRJNA557308,1,0.1532503457814661,0.15327257663628832
sample_host,MajorityClass,PRJNA608555,15,0.15293118096856415,0.15327257663628832
sample_host,MajorityClass,PRJNA640385,8,0.15309263923873495,0.15327257663628832
sample_host,MajorityClass,PRJNA657304,9,0.18530884808013354,0.15327257663628832
