target,model,dropped_project,n_dropped,f1_without,f1_full
sample_host,kNN_5,PRJEB56776,15,0.569338561149418,0.5696638064255581
sample_host,kNN_5,PRJEB58818,2,0.5695979996342974,0.5696638064255581
sample_host,kNN_5,PRJEB67998,19,0.5692000779225518,0.5696638064255581
sample_host,kNN_5,PRJEB78615,13,0.6227454215475994,0.5696638064255581
sample_host,kNN_5,PRJNA1056444,39,0.5694213461577569,0.5696638064255581
sample_host,kNN_5,PRJNA302605,5,0.5694983384822144,0.5696638064255581
sample_host,kNN_5,PRJNA531027,19,0.4948790153193713,0.5696638064255581
sample_host,kNN_5,PRJNA557308,1,0.56963096594273,0.5696638064255581
sample_host,kNN_5,PRJNA608555,15,0.5691576500644849,0.5696638064255581
sample_host,kNN_5,PRJNA640385,8,0.5701083622136255,0.5696638064255581
sample_host,kNN_5,PRJNA657304,9,0.6117292629267197,0.5696638064255581
sample_host,kNN_5,PRJNA660212,3,0.5695649067757361,0.5696638064255581
sample_host,kNN_5,PRJNA685265,19,0.5540555711761938,0.5696638064255581
sample_host,kNN_5,PRJNA704183,4,0.5695316866369499,0.5696638064255581
sample_host,kNN_5,PRJNA739881,3,0.5695649067757361,0.5696638064255581
sample_host,kNN_5,PRJNA994900,70,0.5976764087690136,0.5696638064255581
material,MajorityClass,PRJEB11511,17,0.033376359948368066,0.027762865250402637
material,MajorityClass,PRJEB18629,83,0.030267558528428093,0.027762865250402637
material,MajorityClass,PRJEB30331,76,0.018982192895236373,0.027762865250402637
material,MajorityClass,PRJEB31971,5,0.0279019577616772,0.027762865250402637
material,MajorityClass,PRJEB34825,38,0.03126079447322971,0.027762865250402637
material,MajorityClass,PRJEB41240,238,0.036400201106083455,0.027762865250402637
material,MajorityClass,PRJEB41420,1,0.02779057270075234,0.027762865250402637
material,MajorityClass,PRJEB41665,14,0.028155868398537762,0.027762865250402637
material,MajorityClass,PRJEB44723,2,0.03013653013653014,0.027762865250402637
material,MajorityClass,PRJEB47746,9,0.028014239281844915,0.027762865250402637
material,MajorityClass,PRJEB55789,2,0.027566027566027565,0.027762865250402637
material,MajorityClass,PRJEB56776,15,0.028184366241046404,0.027762865250402637
material,MajorityClass,PRJEB58818,2,0.02769230769230769,0.027762865250402637
material,MajorityClass,PRJEB59830,11,0.02807071960297767,0.027762865250402637
material,MajorityClass,PRJEB66300,42,0.028976226686944686,0.027762865250402637
material,MajorityClass,PRJEB67998,19,0.0282989368355222,0.027762865250402637
material,MajorityClass,PRJEB78615,9,0.028014239281844915,0.027762865250402637
material,MajorityClass,PRJNA1056444,39,0.023617463617463617,0.027762865250402637
material,MajorityClass,PRJNA302605,5,0.0279019577616772,0.027762865250402637
material,MajorityClass,PRJNA320875,70,0.0323329760628796,0.027762865250402637
material,MajorityClass,PRJNA531027,19,0.025827022718214427,0.027762865250402637
material,MajorityClass,PRJNA557308,1,0.027664643049258433,0.027762865250402637
material,MajorityClass,PRJNA558683,21,0.02835657214475952,0.027762865250402637
material,MajorityClass,PRJNA608555,15,0.026247134160803227,0.027762865250402637
material,MajorityClass,PRJNA657304,9,0.028014239281844915,0.027762865250402637
material,MajorityClass,PRJNA660212,3,0.027467016433917135,0.027762865250402637
material,MajorityClass,PRJNA680161,12,0.02809904525343476,0.027762865250402637
material,MajorityClass,PRJNA685265,20,0.025720904225577122,0.027762865250402637
material,MajorityClass,PRJNA704183,2,0.027566027566027565,0.027762865250402637
material,MajorityClass,PRJNA739881,3,0.027467016433917135,0.027762865250402637
material,MajorityClass,PRJNA794308,20,0.03068836893862326,0.027762865250402637
material,LogisticRegression_Bal,PRJEB11511,17,0.5707618402532186,0.48027870134123357
material,LogisticRegression_Bal,PRJEB18629,83,0.48875992583278816,0.48027870134123357
material,LogisticRegression_Bal,PRJEB30331,76,0.4765681290404475,0.48027870134123357
material,LogisticRegression_Bal,PRJEB31971,5,0.44822741928995147,0.48027870134123357
material,LogisticRegression_Bal,PRJEB34825,38,0.4369685931196697,0.48027870134123357
material,LogisticRegression_Bal,PRJEB41240,238,0.4611572481478255,0.48027870134123357
material,LogisticRegression_Bal,PRJEB41420,1,0.4805464461269039,0.48027870134123357
material,LogisticRegression_Bal,PRJEB41665,14,0.4761196539955647,0.48027870134123357
material,LogisticRegression_Bal,PRJEB44723,2,0.5202833475928875,0.48027870134123357
material,LogisticRegression_Bal,PRJEB47746,9,0.4824154534779857,0.48027870134123357
material,LogisticRegression_Bal,PRJEB55789,2,0.48020677700563463,0.48027870134123357
material,LogisticRegression_Bal,PRJEB56776,15,0.47930096019355684,0.48027870134123357
material,LogisticRegression_Bal,PRJEB58818,2,0.480577632276579,0.48027870134123357
material,LogisticRegression_Bal,PRJEB59830,11,0.4914828845773769,0.48027870134123357
material,LogisticRegression_Bal,PRJEB66300,42,0.46073381791250256,0.48027870134123357
material,LogisticRegression_Bal,PRJEB67998,19,0.478248471817257,0.48027870134123357
material,LogisticRegression_Bal,PRJEB78615,9,0.486398190042736,0.48027870134123357
material,LogisticRegression_Bal,PRJNA1056444,39,0.4805316733985151,0.48027870134123357
material,LogisticRegression_Bal,PRJNA302605,5,0.48025174285675115,0.48027870134123357
material,LogisticRegression_Bal,PRJNA320875,70,0.4448153263429189,0.48027870134123357
material,LogisticRegression_Bal,PRJNA531027,19,0.4795258645829883,0.48027870134123357
material,LogisticRegression_Bal,PRJNA557308,1,0.48024293356353037,0.48027870134123357
material,LogisticRegression_Bal,PRJNA558683,21,0.47368798483619645,0.48027870134123357
material,LogisticRegression_Bal,PRJNA608555,15,0.4796982593346456,0.48027870134123357
material,LogisticRegression_Bal,PRJNA657304,9,0.5011374397873443,0.48027870134123357
material,LogisticRegression_Bal,PRJNA660212,3,0.4801702252941007,0.48027870134123357
material,LogisticRegression_Bal,PRJNA680161,12,0.4668482397042393,0.48027870134123357
material,LogisticRegression_Bal,PRJNA685265,20,0.48224849051325946,0.48027870134123357
material,LogisticRegression_Bal,PRJNA704183,2,0.48020677700563463,0.48027870134123357
material,LogisticRegression_Bal,PRJNA739881,3,0.4801702252941007,0.48027870134123357
material,LogisticRegression_Bal,PRJNA794308,20,0.5273846102575005,0.48027870134123357
material,LinearSVM_Bal,PRJEB11511,17,0.5299671980569717,0.4437553969545661
material,LinearSVM_Bal,PRJEB18629,83,0.4612120595496045,0.4437553969545661
material,LinearSVM_Bal,PRJEB30331,76,0.4385968503745842,0.4437553969545661
material,LinearSVM_Bal,PRJEB31971,5,0.42408756478673393,0.4437553969545661
material,LinearSVM_Bal,PRJEB34825,38,0.3974016800341133,0.4437553969545661
material,LinearSVM_Bal,PRJEB41240,238,0.42371280735960937,0.4437553969545661
material,LinearSVM_Bal,PRJEB41420,1,0.4440003554034892,0.4437553969545661
material,LinearSVM_Bal,PRJEB41665,14,0.440918788554573,0.4437553969545661
material,LinearSVM_Bal,PRJEB44723,2,0.481187810180637,0.4437553969545661
material,LinearSVM_Bal,PRJEB47746,9,0.44438824151896483,0.4437553969545661
material,LinearSVM_Bal,PRJEB55789,2,0.4436461542090936,0.4437553969545661
material,LinearSVM_Bal,PRJEB56776,15,0.4430521430293065,0.4437553969545661
material,LinearSVM_Bal,PRJEB58818,2,0.44399523507994326,0.4437553969545661
material,LinearSVM_Bal,PRJEB59830,11,0.44955049358282007,0.4437553969545661
material,LinearSVM_Bal,PRJEB66300,42,0.4256885953351329,0.4437553969545661
material,LinearSVM_Bal,PRJEB67998,19,0.443411642584809,0.4437553969545661
material,LinearSVM_Bal,PRJEB78615,9,0.4488063357090622,0.4437553969545661
material,LinearSVM_Bal,PRJNA1056444,39,0.4434392860087237,0.4437553969545661
material,LinearSVM_Bal,PRJNA302605,5,0.4435570497361215,0.4437553969545661
material,LinearSVM_Bal,PRJNA320875,70,0.414067781095502,0.4437553969545661
material,LinearSVM_Bal,PRJNA531027,19,0.44261791458221694,0.4437553969545661
material,LinearSVM_Bal,PRJNA557308,1,0.4437010556914336,0.4437553969545661
material,LinearSVM_Bal,PRJNA558683,21,0.4379372743991554,0.4437553969545661
material,LinearSVM_Bal,PRJNA608555,15,0.44287723013322644,0.4437553969545661
material,LinearSVM_Bal,PRJNA657304,9,0.4477356987088778,0.4437553969545661
material,LinearSVM_Bal,PRJNA660212,3,0.44359068379947547,0.4437553969545661
material,LinearSVM_Bal,PRJNA680161,12,0.43236638745672934,0.4437553969545661
material,LinearSVM_Bal,PRJNA685265,20,0.4455243586250456,0.4437553969545661
material,LinearSVM_Bal,PRJNA704183,2,0.4436461542090936,0.4437553969545661
material,LinearSVM_Bal,PRJNA739881,3,0.44359068379947547,0.4437553969545661
material,LinearSVM_Bal,PRJNA794308,20,0.4899229581997842,0.4437553969545661
material,RandomForest,PRJEB11511,17,0.456991550053751,0.3841740124734861
material,RandomForest,PRJEB18629,83,0.41407743811877595,0.3841740124734861
material,RandomForest,PRJEB30331,76,0.3764181006079852,0.3841740124734861
material,RandomForest,PRJEB31971,5,0.35587455273589924,0.3841740124734861
material,RandomForest,PRJEB34825,38,0.33285518017960997,0.3841740124734861
material,RandomForest,PRJEB41240,238,0.37913585992221643,0.3841740124734861
material,RandomForest,PRJEB41420,1,0.3845958815430049,0.3841740124734861
material,RandomForest,PRJEB41665,14,0.3769501338059547,0.3841740124734861
material,RandomForest,PRJEB44723,2,0.41653568412166503,0.3841740124734861
material,RandomForest,PRJEB47746,9,0.3733944693516967,0.3841740124734861
material,RandomForest,PRJEB55789,2,0.384038562338036,0.3841740124734861
material,RandomForest,PRJEB56776,15,0.3839463672441363,0.3841740124734861
material,RandomForest,PRJEB58818,2,0.3843371060707309,0.3841740124734861
material,RandomForest,PRJEB59830,11,0.38979342001513256,0.3841740124734861
material,RandomForest,PRJEB66300,42,0.3653212270971981,0.3841740124734861
material,RandomForest,PRJEB67998,19,0.38278586473427756,0.3841740124734861
material,RandomForest,PRJEB78615,9,0.3918464847606311,0.3841740124734861
material,RandomForest,PRJNA1056444,39,0.3816954560815038,0.3841740124734861
material,RandomForest,PRJNA302605,5,0.38423904437206874,0.3841740124734861
material,RandomForest,PRJNA320875,70,0.3899685485832572,0.3841740124734861
material,RandomForest,PRJNA531027,19,0.38277947659619155,0.3841740124734861
material,RandomForest,PRJNA557308,1,0.38410659385403123,0.3841740124734861
material,RandomForest,PRJNA558683,21,0.3772385507974162,0.3841740124734861
material,RandomForest,PRJNA608555,15,0.38309433748076765,0.3841740124734861
material,RandomForest,PRJNA657304,9,0.4049229403831618,0.3841740124734861
material,RandomForest,PRJNA660212,3,0.3839699095296571,0.3841740124734861
material,RandomForest,PRJNA680161,12,0.3862542763885133,0.3841740124734861
material,RandomForest,PRJNA685265,20,0.3826988129784846,0.3841740124734861
material,RandomForest,PRJNA704183,2,0.384038562338036,0.3841740124734861
material,RandomForest,PRJNA739881,3,0.3839699095296571,0.3841740124734861
material,RandomForest,PRJNA794308,20,0.4212754965409346,0.3841740124734861
material,RandomForest_Bal,PRJEB11511,17,0.4436164869420148,0.3733673668452529
material,RandomForest_Bal,PRJEB18629,83,0.41072123493761425,0.3733673668452529
material,RandomForest_Bal,PRJEB30331,76,0.367018027886628,0.3733673668452529
material,RandomForest_Bal,PRJEB31971,5,0.34589483937272547,0.3733673668452529
material,RandomForest_Bal,PRJEB34825,38,0.321147980749024,0.3733673668452529
material,RandomForest_Bal,PRJEB41240,238,0.3621655185160955,0.3733673668452529
material,RandomForest_Bal,PRJEB41420,1,0.3737205398171647,0.3733673668452529
material,RandomForest_Bal,PRJEB41665,14,0.3656026884085671,0.3733673668452529
material,RandomForest_Bal,PRJEB44723,2,0.40484366049419923,0.3733673668452529
material,RandomForest_Bal,PRJEB47746,9,0.3633632167585894,0.3733673668452529
material,RandomForest_Bal,PRJEB55789,2,0.37326179391415243,0.3733673668452529
material,RandomForest_Bal,PRJEB56776,15,0.37262798911023276,0.3733673668452529
material,RandomForest_Bal,PRJEB58818,2,0.37356443240114656,0.3733673668452529
material,RandomForest_Bal,PRJEB59830,11,0.3778095123968076,0.3733673668452529
material,RandomForest_Bal,PRJEB66300,42,0.352908297581729,0.3733673668452529
material,RandomForest_Bal,PRJEB67998,19,0.3750170749120887,0.3733673668452529
material,RandomForest_Bal,PRJEB78615,9,0.3759406571888785,0.3733673668452529
material,RandomForest_Bal,PRJNA1056444,39,0.3719171564660536,0.3733673668452529
material,RandomForest_Bal,PRJNA302605,5,0.3735847775259248,0.3733673668452529
material,RandomForest_Bal,PRJNA320875,70,0.37605059132219815,0.3733673668452529
material,RandomForest_Bal,PRJNA531027,19,0.37227176080212065,0.3733673668452529
material,RandomForest_Bal,PRJNA557308,1,0.3733148416988391,0.3733673668452529
material,RandomForest_Bal,PRJNA558683,21,0.3656503494914676,0.3733673668452529
material,RandomForest_Bal,PRJNA608555,15,0.3725208179429446,0.3733673668452529
material,RandomForest_Bal,PRJNA657304,9,0.39111731000997635,0.3733673668452529
material,RandomForest_Bal,PRJNA660212,3,0.37320821565161894,0.3733673668452529
material,RandomForest_Bal,PRJNA680161,12,0.38545863640566347,0.3733673668452529
material,RandomForest_Bal,PRJNA685265,20,0.37357892856784886,0.3733673668452529
material,RandomForest_Bal,PRJNA704183,2,0.37326179391415243,0.3733673668452529
material,RandomForest_Bal,PRJNA739881,3,0.37320821565161894,0.3733673668452529
material,RandomForest_Bal,PRJNA794308,20,0.4084764245076055,0.3733673668452529
material,kNN_5,PRJEB11511,17,0.4791402118588379,0.40150005618451157
material,kNN_5,PRJEB18629,83,0.42519254764847,0.40150005618451157
material,kNN_5,PRJEB30331,76,0.39374923007362533,0.40150005618451157
material,kNN_5,PRJEB31971,5,0.37819003287448827,0.40150005618451157
material,kNN_5,PRJEB34825,38,0.35162506086655415,0.40150005618451157
material,kNN_5,PRJEB41240,238,0.3882115822884957,0.40150005618451157
material,kNN_5,PRJEB41420,1,0.40195960674682196,0.40150005618451157
material,kNN_5,PRJEB41665,14,0.4009563679888465,0.40150005618451157
material,kNN_5,PRJEB44723,2,0.4353117015330461,0.40150005618451157
material,kNN_5,PRJEB47746,9,0.4027416462038959,0.40150005618451157
material,kNN_5,PRJEB55789,2,0.40161435739712,0.40150005618451157
material,kNN_5,PRJEB56776,15,0.4002753393929052,0.40150005618451157
material,kNN_5,PRJEB58818,2,0.40163132198616247,0.40150005618451157
material,kNN_5,PRJEB59830,11,0.4000019722929339,0.40150005618451157
material,kNN_5,PRJEB66300,42,0.38231923700369236,0.40150005618451157
material,kNN_5,PRJEB67998,19,0.40175988441114513,0.40150005618451157
material,kNN_5,PRJEB78615,9,0.40486841963384584,0.40150005618451157
material,kNN_5,PRJNA1056444,39,0.4008372981382807,0.40150005618451157
material,kNN_5,PRJNA302605,5,0.40091115419257933,0.40150005618451157
material,kNN_5,PRJNA320875,70,0.39063375734864203,0.40150005618451157
material,kNN_5,PRJNA531027,19,0.39957429332903094,0.40150005618451157
material,kNN_5,PRJNA557308,1,0.4014067550214193,0.40150005618451157
material,kNN_5,PRJNA558683,21,0.3974874722593342,0.40150005618451157
material,kNN_5,PRJNA608555,15,0.400008335235777,0.40150005618451157
material,kNN_5,PRJNA657304,9,0.4279075840756714,0.40150005618451157
material,kNN_5,PRJNA660212,3,0.40121765912294716,0.40150005618451157
material,kNN_5,PRJNA680161,12,0.3945599169484403,0.40150005618451157
material,kNN_5,PRJNA685265,20,0.39946316814206284,0.40150005618451157
material,kNN_5,PRJNA704183,2,0.4013126263535546,0.40150005618451157
material,kNN_5,PRJNA739881,3,0.40121765912294716,0.40150005618451157
material,kNN_5,PRJNA794308,20,0.4402589399100367,0.40150005618451157
