Run_accession	project_name	archive_project	publication_doi	group
ERR6108970	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108971	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108972	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108973	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108974	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108975	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108976	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108977	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108978	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108979	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108980	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108981	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108982	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108983	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108984	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108985	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108986	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108987	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108988	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108989	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108990	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108991	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108992	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108993	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108994	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108995	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108996	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108997	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6108998	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109000	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109001	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109002	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109003	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109004	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109005	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109010	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109011	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109012	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109013	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109014	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109015	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109016	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109017	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109019	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109020	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109021	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109022	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109023	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109024	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109025	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109027	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109028	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109049	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109050	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109051	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109053	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109054	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109055	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109056	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109057	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109058	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR6109059	Brealey2021	PRJEB42014	10.1016/j.cub.2021.08.010	publication_doi::10.1016/j.cub.2021.08.010
ERR1094787	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094778	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094779	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094789	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094782	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094786	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094781	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094780	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094783	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094777	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094785	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094784	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094793	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094794	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094788	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094791	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
ERR1094792	Maixner2016	PRJEB11511	10.1126/science.aad2545	publication_doi::10.1126/science.aad2545
SRR5581855	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581856	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581858	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581851	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581853	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581854	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581849	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581852	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
SRR5581857	Willmann2018	PRJNA302605	10.1371/journal.pone.0196482	publication_doi::10.1371/journal.pone.0196482
calculus_lib1	Zhou2018	E56xgi8CEl	10.1016/j.cub.2018.05.058	publication_doi::10.1016/j.cub.2018.05.058
ERR3003613	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589317	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003614	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589318	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003615	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589319	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003616	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589320	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589321	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589322	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003617	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589323	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003618	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589324	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003619	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589325	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003620	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589326	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003621	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589327	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003622	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589328	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003623	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589329	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003624	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589330	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003625	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589331	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003626	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589332	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003627	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589333	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003628	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589334	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003629	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589335	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003630	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589336	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003631	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589337	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003632	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589338	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003633	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589339	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003634	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589340	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003635	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589341	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003636	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589342	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003637	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589343	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003638	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589344	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003639	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589345	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003640	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589346	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003641	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589347	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003642	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589348	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003643	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589349	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003644	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589350	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003645	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589351	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003646	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589352	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003647	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589353	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003648	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589354	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003649	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589355	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003650	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589356	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003651	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589357	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003652	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589358	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003653	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589359	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003654	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589360	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003655	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589361	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3003656	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
ERR3589362	Velsko2019	PRJEB30331	10.1186/s40168-019-0717-3	publication_doi::10.1186/s40168-019-0717-3
SRR9898613	NievesColon2020	PRJNA557308	10.1093/molbev/msz267	publication_doi::10.1093/molbev/msz267
SRR8899218	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899219	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899220	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899221	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899214	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899215	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899216	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899217	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899212	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899213	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899223	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899224	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899225	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899226	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899227	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899228	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899229	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899230	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
SRR8899222	Ozga2019	PRJNA531027	10.1038/s41598-019-53802-1	publication_doi::10.1038/s41598-019-53802-1
ERR2269773	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269774	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269775	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269776	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269777	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269778	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269779	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269780	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269781	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269782	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269783	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269784	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269785	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269786	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269787	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269788	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269789	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269790	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269791	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269792	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269793	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269794	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269795	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269796	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269797	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269798	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269799	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269800	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269801	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269802	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269803	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269804	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269805	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR2269806	Bieker2020	PRJEB24619	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597209	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3596301	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597210	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597211	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597212	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597215	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597214	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
ERR3597285	Bieker2020	PRJEB34825	10.1111/1755-0998.13174	archive_project::PRJNA339123
