Run_accession	project_name	archive_project	publication_doi	group
SRR957738	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957739	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957740	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957741	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957742	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957743	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957744	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957745	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
SRR957746	Warinner2014	PRJNA216965	10.1038/ng.2906	publication_doi::10.1038/ng.2906
ERR3579792	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579793	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579794	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579795	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579796	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579797	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579798	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579799	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579679	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678178	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579776	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579777	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579680	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678179	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579778	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579779	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579780	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579781	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579782	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579783	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3906046	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579682	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678181	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579683	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678182	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579684	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678183	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579685	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678184	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579686	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678185	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579687	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678186	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579681	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678180	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579699	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579713	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579714	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579721	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579722	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579723	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579749	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579750	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579751	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579676	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678175	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579705	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579706	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579743	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579744	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579755	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579756	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579757	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579758	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579828	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579829	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579671	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678173	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579708	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579709	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579710	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579711	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579712	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579672	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678174	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579759	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579760	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579761	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579762	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579763	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579764	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579765	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579675	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579766	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579767	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579768	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579769	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579770	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579771	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579772	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579700	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579701	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579702	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579703	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579715	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579716	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579717	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579718	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579724	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579725	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579726	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579727	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579704	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579745	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579746	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579747	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579748	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579752	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579753	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579673	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678727	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579674	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579754	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579688	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678187	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579807	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579808	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579827	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579830	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579784	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579785	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579786	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579787	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579788	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579789	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579790	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579809	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579810	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579811	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579812	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579813	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579814	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579815	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579816	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579817	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579818	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579728	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579729	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579730	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579731	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579732	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579733	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579734	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579735	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579736	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579737	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579677	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579678	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678176	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3678177	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579719	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579720	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579791	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579800	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579806	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579738	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579739	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579740	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579741	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579742	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579707	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579773	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579774	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579775	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579801	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579802	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579803	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579804	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
ERR3579805	FellowsYates2021	PRJEB34569	10.1073/pnas.2021655118	publication_doi::10.1073/pnas.2021655118
SRR13263122	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263123	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263124	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263130	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263131	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263128	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263132	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263134	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263135	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263133	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263116	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263117	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263137	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263138	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263126	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263127	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263136	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263118	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263119	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR13263120	Weyrich2017	PRJNA685265	10.1038/nature21674	publication_doi::10.1038/nature21674
SRR12557008	Modi2020	PRJNA660212	10.1007/s12520-019-00983-5	publication_doi::10.1007/s12520-019-00983-5
SRR12557006	Modi2020	PRJNA660212	10.1007/s12520-019-00983-5	publication_doi::10.1007/s12520-019-00983-5
SRR12557007	Modi2020	PRJNA660212	10.1007/s12520-019-00983-5	publication_doi::10.1007/s12520-019-00983-5
SRR2229976	Ozga2016	PRJNA293758	10.1002/ajpa.22960	publication_doi::10.1002/ajpa.22960
SRR2229974	Ozga2016	PRJNA293758	10.1002/ajpa.22960	publication_doi::10.1002/ajpa.22960
SRR2229975	Ozga2016	PRJNA293758	10.1002/ajpa.22960	publication_doi::10.1002/ajpa.22960
SRR2229977	Ozga2016	PRJNA293758	10.1002/ajpa.22960	publication_doi::10.1002/ajpa.22960
ERR3761410	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761411	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761408	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761409	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761412	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761413	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3761407	Borry2020	PRJEB35362	10.7717/peerj.9001	publication_doi::10.7717/peerj.9001
ERR3609652	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609653	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609657	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609654	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609658	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609655	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609656	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609659	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609660	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR3609661	Ottoni2019	PRJEB34875	10.1038/s41598-019-56074-x	publication_doi::10.1038/s41598-019-56074-x
ERR8050978	Fotakis2020	PRJEB37995	10.1098/rstb.2019.0584	publication_doi::10.1098/rstb.2019.0584
SRR12281656	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281657	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281658	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281659	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281660	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281661	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281662	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
SRR12281663	Sabin2020	PRJNA640385	10.1098/rstb.2019.0576	publication_doi::10.1098/rstb.2019.0576
ERR5863536	Rampelli2021b	PRJEB44685	10.1016/j.isci.2021.102816	publication_doi::10.1016/j.isci.2021.102816
SRR11176627	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176628	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176629	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176630	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176631	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176632	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176633	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176634	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176635	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176636	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176638	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176639	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176640	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176641	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR11176642	Eisenhofer2020	PRJNA608555	10.1098/rstb.2019.0578	publication_doi::10.1098/rstb.2019.0578
SRR12136713	Williams2020	PRJNA643812	10.1128/MRA.00850-20	publication_doi::10.1128/MRA.00850-20
SRR12136712	Williams2020	PRJNA643812	10.1128/MRA.00850-20	publication_doi::10.1128/MRA.00850-20
SRR13355786	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355805	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355794	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355792	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355801	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355791	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
