dim	activation_sd	eta2_sample_host	rho_log_abundance	p_log_abundance	rho_mean_fraction	p_mean_fraction	best_task	best_eta2	max_abs_rho_depth	depth_dominated
23	0.7357588410377502	0.8364847302436829	-0.3808831257288759	1.7052340519190643e-94	-0.441827036902206	3.544929331349624e-130	sample_host	0.8364847302436829	0.441827036902206	False
24	0.550009548664093	0.7694586515426636	0.24009770580715756	6.457547822116055e-37	0.16807754085662435	1.163419419977146e-18	sample_host	0.7694586515426636	0.24009770580715756	False
25	0.7734414935112	0.8829370141029358	0.031787508660194884	0.0976671298793232	0.03471132583672955	0.07049732009451463	sample_host	0.8829370141029358	0.03471132583672955	False
26	0.4426613748073578	0.7035458087921143	0.3674082516237118	1.4368126253945976e-87	0.29825396983144853	6.370240248687547e-57	sample_host	0.7035458087921143	0.3674082516237118	False
27	0.207077294588089	0.6965939402580261	0.2510245963911023	2.6623320996547097e-40	0.19307455908436663	3.207613601224238e-24	sample_host	0.6965939402580261	0.2510245963911023	False
28	0.6173885464668274	0.2255847156047821	-0.36313337574665244	1.9334194412775427e-85	-0.41112436491709115	2.8342902631455685e-111	sample_host	0.2255847156047821	0.41112436491709115	False
29	0.4623985290527344	0.9072211980819702	0.41187972378185306	1.024696377172511e-111	0.45154011489976265	1.4170126438115437e-136	sample_host	0.9072211980819702	0.45154011489976265	False
30	0.4927009046077728	0.8537070751190186	-0.1712028211118724	2.5972182035615106e-19	-0.2102206561820485	1.665590540820532e-28	sample_host	0.8537070751190186	0.2102206561820485	False
31	0.08476991951465607	0.2775684893131256	0.40709719801452715	6.151914836340757e-109	0.42052310339271987	7.463312884964211e-117	sample_host	0.2775684893131256	0.42052310339271987	False
32	0.961050808429718	0.21925123035907745	0.38801769520032847	2.691562680435894e-98	0.4593501835744278	7.143536630346e-142	sample_host	0.21925123035907745	0.4593501835744278	False
33	0.4154120981693268	0.7778498530387878	0.35168406395123747	6.76086556460995e-80	0.3876845611117048	4.070367697738262e-98	sample_host	0.7778498530387878	0.3876845611117048	False
34	0.3459395170211792	0.04923836514353752	-0.24422866384104952	3.549627561067923e-38	-0.2552314917180181	1.1940943711056433e-41	sample_host	0.04923836514353752	0.2552314917180181	True
35	0.4488525390625	0.8593140244483948	0.022299968828231553	0.24532562035930938	-0.021578222975155915	0.260941828118623	sample_host	0.8593140244483948	0.022299968828231553	False
36	0.2543134093284607	0.7121084928512573	0.30372351394159186	4.5981676028321915e-59	0.3236600559529122	2.8725420763445573e-67	sample_host	0.7121084928512573	0.3236600559529122	False
37	1.089759349822998	0.49937623739242554	0.4674025074023302	1.761075235103243e-147	0.5464326517348292	2.705606363766497e-211	sample_host	0.49937623739242554	0.5464326517348292	False
38	0.8895885944366455	0.1755513697862625	-0.26177166098488475	8.525627065996559e-44	-0.2925054874260542	1.0121461636763458e-54	sample_host	0.1755513697862625	0.2925054874260542	False
39	0.2453444004058838	0.28330379724502563	-0.16630131099591616	2.693575052498022e-18	-0.19036016350336957	1.4092848127203627e-23	sample_host	0.28330379724502563	0.19036016350336957	False
40	0.8041939735412598	0.5584601759910583	0.45717597110330266	2.200615372394894e-140	0.5591198719659849	3.293680627730027e-223	sample_host	0.5584601759910583	0.5591198719659849	False
41	0.7141891717910767	0.796570897102356	-0.25077591866734866	3.1927854094075684e-40	-0.24655004967082658	6.786979454004986e-39	sample_host	0.796570897102356	0.25077591866734866	False
42	1.06883704662323	0.5018489956855774	0.4160828091352653	3.39715564893247e-114	0.4958663338797963	1.4902893390135615e-168	sample_host	0.5018489956855774	0.4958663338797963	False
43	0.5685030817985535	0.5365489721298218	0.43386110032906416	4.402254487173797e-125	0.5024505834712232	1.0189403863073416e-173	sample_host	0.5365489721298218	0.5024505834712232	False
44	0.5054969787597656	0.7475670576095581	-0.15639720751857314	2.4560125554319834e-16	-0.19349668242124327	2.5430251823368495e-24	sample_host	0.7475670576095581	0.19349668242124327	False
45	0.5640652775764465	0.5093773603439331	-0.13764348829145506	5.8326503567529e-13	-0.150926608692652	2.6304770222622806e-15	sample_host	0.5093773603439331	0.150926608692652	False
46	0.6101661324501038	0.26997819542884827	-0.3313729831522976	1.2966383092662345e-70	-0.3485871786954602	1.9519841115520989e-78	sample_host	0.26997819542884827	0.3485871786954602	False
47	0.9294472336769104	0.36519601941108704	0.47443029819178645	1.6858625846944093e-152	0.5595001245270602	1.4209808850396682e-223	sample_host	0.36519601941108704	0.5595001245270602	False
48	0.7322513461112976	0.8241693377494812	0.37577142647749234	7.903849028567166e-92	0.41843503357791517	1.3426003591153004e-115	sample_host	0.8241693377494812	0.41843503357791517	False
49	0.14095643162727356	0.873053789138794	0.4003212448122315	4.450793569936597e-105	0.4332032916351216	1.1435809042398096e-124	sample_host	0.873053789138794	0.4332032916351216	False
50	0.4298431873321533	0.6868559718132019	0.09264851036103894	1.320896854462468e-06	0.10120905518032777	1.2523549283292104e-07	sample_host	0.6868559718132019	0.10120905518032777	False
