archive_accession	Run_accession	sample_type	status	sample_name	project_name	publication_year	geo_loc_name	material	sample_host	community_type	total_runs_for_sample	available_runs_for_sample	unavailable_runs_for_sample	unitig_size_gb	Assay Type	BioProject	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA Study	Type	Isolation source	Avg_read_len	Avg_num_reads	seqstats_contigs_n50	seqstats_contigs_nbseq	seqstats_contigs_maxlen	seqstats_contigs_sumlen	seqstats_unitigs_n50	seqstats_unitigs_maxlen	seqstats_unitigs_sumlen	size_contigs_after_compression	size_contigs_before_compression	size_unitigs_before_compression	size_unitigs_after_compression	sample_title	scientific_name	library_strategy	library_source	isolation_source
	SRR1950736	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1380923185497522	WGS	PRJNA277905	SAMN03398550	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976985	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	56.7	6519908.0	231.0	290727.0	12966.0	34429469.0	65.0	1986.0	296296930.0	13786197.0	53013211.0	574019425.0	141527812.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950744	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2570925960317254	WGS	PRJNA277905	SAMN03398558	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976993	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	63.44	10262026.0	165.0	660635.0	3193.0	78852818.0	98.0	550.0	538446833.0	31127327.0	114789210.0	1004413226.0	264605394.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950747	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.3143062563613057	WGS	PRJNA277905	SAMN03398561	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976996	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	59.84	11061375.0	157.0	1017291.0	2662.0	83709891.0	83.0	720.0	660921732.0	37076846.0	145620355.0	1279096537.0	322583821.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950748	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.3159435782581568	WGS	PRJNA277905	SAMN03398562	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976997	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	60.67	11425104.0	100.0	1701768.0	1204.0	112235391.0	89.0	663.0	662433918.0	55457491.0	221202920.0	1278560812.0	324290300.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950749	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2388589717447757	WGS	PRJNA277905	SAMN03398563	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976998	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	58.7	9279152.0	159.0	578441.0	4996.0	50562652.0	77.0	987.0	511196524.0	21490507.0	85949988.0	983276009.0	241944809.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950758	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1711766067892313	WGS	PRJNA277905	SAMN03398572	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977007	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	54.59	7400171.0	112.0	453645.0	4134.0	28811836.0	63.0	1353.0	369504823.0	13918860.0	59089026.0	731207829.0	175044535.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950762	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1405328568071127	WGS	PRJNA277905	SAMN03398576	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977011	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	59.56	5532437.0	162.0	350009.0	5039.0	35174663.0	76.0	1036.0	301165557.0	14634644.0	55957499.0	572108050.0	143943695.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950768	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0748064890503883	WGS	PRJNA277905	SAMN03398582	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977017	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	65.84	6217736.0	153.0	287498.0	1141.0	24190641.0	99.0	406.0	160045111.0	10810574.0	40666889.0	291206138.0	76575845.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950769	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1774829188361764	WGS	PRJNA277905	SAMN03398583	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977018	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	60.99	6688762.0	156.0	530691.0	2440.0	44423753.0	89.0	621.0	378157594.0	19533665.0	76205616.0	717850892.0	182032755.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950776	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2184417340904474	WGS	PRJNA277905	SAMN03398590	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977025	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	62.67	7643070.0	156.0	713339.0	1683.0	57729932.0	99.0	474.0	465691828.0	25518832.0	100704905.0	881660259.0	223886045.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950777	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1263630837202072	WGS	PRJNA277905	SAMN03398591	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX977026	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	56.7	5810613.0	151.0	394828.0	3890.0	28798961.0	70.0	1530.0	269139445.0	13519751.0	53384568.0	523879517.0	129347323.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1952513	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1918667322024703	WGS	PRJNA275349	SAMN03351702	JCVI	public	sra,unknown_contigs	ncbi	ncbi.public	SRX978446	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-04-09T00:00:00Z	SRP056641	mMetagenome	Plaque	52.45	32056125.0	358.0	414786.0	35110.0	79735653.0	54.0	6671.0	347247834.0	30489697.0	105652026.0	750278902.0	196344527.0	700172125	human metagenome	WGS	METAGENOMIC	ORAL
	SRR1952567	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.3053079079836607	WGS	PRJNA275349	SAMN03351598	JCVI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX978494	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-04-09T00:00:00Z	SRP056641	mMetagenome	Plaque	50.66	32453927.0	226.0	975623.0	11551.0	122217786.0	51.0	4420.0	552347949.0	51667740.0	183399535.0	1216244677.0	307734226.0	700161427	human metagenome	WGS	METAGENOMIC	ORAL
	SRR1952611	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2354755764827132	WGS	PRJNA275349	SAMN03351552	JCVI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX978539	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-04-09T00:00:00Z	SRP056641	mMetagenome	Plaque	61.63	28677800.0	285.0	855526.0	18738.0	142209247.0	67.0	4739.0	492551180.0	53557171.0	191380751.0	937179807.0	242400313.0	700122212	human metagenome	WGS	METAGENOMIC	ORAL
	SRR1952623	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2105744145810604	WGS	PRJNA275349	SAMN03351593	JCVI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX978550	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-04-09T00:00:00Z	SRP056641	mMetagenome	Plaque	53.48	42484177.0		0.0		0.0	56.0	6457.0	603686529.0			823482948.0	248375970.0	700161335	human metagenome	WGS	METAGENOMIC	ORAL
	SRR2096701	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0044842036440968	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.78	284132.0	187.0	3020.0	4073.0	532403.0	76.0	1417.0	11883697.0	179296.0	646599.0	19227770.0	4656918.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2096702	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0059449076652526	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.76	369302.0	182.0	9107.0	2947.0	1050363.0	75.0	1110.0	15660324.0	364385.0	1466079.0	25514267.0	6175133.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2096703	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0062850741669535	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.78	389967.0	174.0	15894.0	3951.0	1366042.0	75.0	1995.0	16548496.0	496898.0	2173073.0	26946625.0	6520444.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2096704	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0078113451600074	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.59	459681.0	172.0	28628.0	4591.0	2197286.0	75.0	1720.0	20515244.0	795919.0	3694463.0	33753995.0	8105511.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2096705	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0071461116895079	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.53	423431.0	201.0	6794.0	3163.0	1321837.0	75.0	1392.0	18790491.0	434827.0	1572737.0	30868881.0	7417205.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2096706	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0066342484205961	WGS	PRJNA46333	SAMN03840426	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1091795	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-02-23T00:00:00Z	SRP002480	mMetagenome	Not applicable	62.49	394161.0	196.0	6626.0	3156.0	1155547.0	75.0	1392.0	17476673.0	384952.0	1414079.0	28704284.0	6886812.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR2240834	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2885144064202904	WGS	PRJNA275349	SAMN03351547	JCVI	public	sra,unknown_contigs	ncbi	ncbi.public	SRX1182816	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-09-08T00:00:00Z	SRP056641	mMetagenome	Plaque	51.13	28592053.0	345.0	590426.0	24405.0	109890278.0	52.0	3655.0	515509838.0	42343501.0	146299055.0	1130091920.0	295947093.0	700122152	human metagenome	WGS	METAGENOMIC	ORAL
	SRR2240920	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1974023031070828	WGS	PRJNA275349	SAMN03351569	JCVI	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1182854	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2015-09-08T00:00:00Z	SRP056641	mMetagenome	Plaque	59.24	27386137.0	726.0	381968.0	51019.0	127443790.0	61.0	9655.0	375427696.0	43384250.0	149819092.0	762876777.0	201937317.0	700122872	human metagenome	WGS	METAGENOMIC	ORAL
	SRR3184100	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1507723033428192	WGS	PRJNA46333	SAMN04359892	NISC	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1597582	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-05-01T00:00:00Z	SRP002480	mMetagenome	Not applicable	60.03	15338847.0	366.0	294921.0	24687.0	69419894.0	65.0	7338.0	314823015.0	24710671.0	85895280.0	597842663.0	155060050.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR3184876	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.559941123239696	WGS	PRJNA46333	SAMN04359977	NISC	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1598217	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-05-01T00:00:00Z	SRP002480	mMetagenome	Not applicable	44.37	28640653.0	78.0	1329803.0	4731.0	84633415.0	46.0	998.0	1013941799.0	43660366.0	176990496.0	2499283180.0	575565592.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR3189411	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.212458080612123	WGS	PRJNA46333	SAMN04360124	NISC	public	sra,unknown_contigs	ncbi	ncbi.public	SRX1601624	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-05-01T00:00:00Z	SRP002480	mMetagenome	Not applicable	49.31	13826170.0	199.0	322588.0	10245.0	39206458.0	50.0	3054.0	416029739.0	15677283.0	57372233.0	890051523.0	218113408.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR3189416	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1885217828676104	WGS	PRJNA46333	SAMN04360124	NISC	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1601624	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-05-01T00:00:00Z	SRP002480	mMetagenome	Not applicable	50.67	12690457.0	193.0	326107.0	11585.0	37754897.0	51.0	2733.0	376593354.0	15157002.0	56154004.0	791004469.0	193801195.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR3189418	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1706244889646768	WGS	PRJNA46333	SAMN04360124	NISC	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1601624	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-05-01T00:00:00Z	SRP002480	mMetagenome	Not applicable	50.81	11536508.0	186.0	311624.0	7420.0	34353941.0	52.0	2361.0	342543748.0	14045343.0	51980268.0	716730353.0	175427224.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR3586059	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1468971455469727	WGS	PRJEB4953	SAMN05172415	SECOND GENOME	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1799461	Illumina HiSeq 1000	PAIRED	RANDOM	METAGENOMIC	human oral metagenome	ILLUMINA	2016-05-30T00:00:00Z	ERP004294	mMetagenome	Gums	84.25	16735210.0	517.0	556292.0	96500.0	155515134.0	101.0	9225.0	322394530.0	54591596.0	187670627.0	539359459.0	151226806.0	Normal	human oral metagenome	WGS	METAGENOMIC	
	SRR3586063	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.0902944598346948	WGS	PRJEB4953	SAMN05172417	SECOND GENOME	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1799465	Illumina HiSeq 1000	PAIRED	RANDOM	METAGENOMIC	human oral metagenome	ILLUMINA	2016-05-30T00:00:00Z	ERP004294	mMetagenome	Tongue	65.15	12545392.0	560.0	204025.0	45901.0	60174186.0	65.0	6436.0	181212570.0	20679524.0	71500442.0	338103140.0	92385106.0	Normal	human oral metagenome	WGS	METAGENOMIC	
	SRR3644405	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.4243741203099489	WGS	PRJNA46333	SAMN04999354	NISC	public	sra	ncbi	ncbi.public	SRX1828711	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2017-07-13T00:00:00Z	SRP002480	mMetagenome	Not applicable	41.6	10783066.0	34.0	1416491.0	805.0	62792591.0	38.0	498.0	854135075.0	33838406.0	160822164.0	2089787823.0	436047578.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR5892193	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1826275270432233	WGS	PRJNA396840	SAMN07440128	NTU	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3057964	Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	human metagenome	ILLUMINA	2017-10-10T00:00:00Z	SRP114751	mMetagenome	Saliva	75.4	5323647.0	352.0	787296.0	80128.0	170919759.0	81.0	6890.0	363007769.0	63088370.0	217382947.0	668112020.0	186704394.0	metagenome	human metagenome	WGS	METAGENOMIC	
	SRR5892198	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1466663088649511	WGS	PRJNA396840	SAMN07440120	NTU	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3057959	Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	human metagenome	ILLUMINA	2017-10-10T00:00:00Z	SRP114751	mMetagenome	Saliva	79.39	4906958.0	429.0	599554.0	54555.0	150882217.0	87.0	5614.0	298134517.0	54221279.0	186523665.0	535835392.0	149760590.0	metagenome	human metagenome	WGS	METAGENOMIC	
	SRR5892210	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2447306709364056	WGS	PRJNA396840	SAMN07440130	NTU	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3057947	Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	human metagenome	ILLUMINA	2017-10-10T00:00:00Z	SRP114751	mMetagenome	Saliva	66.51	6018951.0	329.0	1039392.0	41444.0	190255885.0	63.0	7578.0	451429013.0	74541989.0	255502448.0	895764042.0	250828798.0	metagenome	human metagenome	WGS	METAGENOMIC	
	SRR5892215	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2212609834969043	WGS	PRJNA396840	SAMN07440133	NTU	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3057942	Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	human metagenome	ILLUMINA	2017-10-10T00:00:00Z	SRP114751	mMetagenome	Saliva	71.5	6212959.0	354.0	857211.0	93966.0	188820246.0	73.0	13126.0	427775068.0	69734464.0	239483727.0	809402292.0	226954145.0	metagenome	human metagenome	WGS	METAGENOMIC	
	SRR7448290	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.5988465957343578	WGS	PRJNA478018	SAMN09489426	J. CRAIG VENTER INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4318852	NextSeq 500	PAIRED	RANDOM	METAGENOMIC	human oral metagenome	ILLUMINA	2018-06-28T00:00:00Z	SRP151559	mMetagenome	Saliva	61.77	33977611.0	197.0	2723316.0	41945.0	397150717.0	64.0	6490.0	1136360143.0	155085339.0	556703984.0	2334210904.0	613183168.0	Bacterial DNA sequence reads from human saliva	human oral metagenome	WGS	METAGENOMIC	saliva
	SRR7448291	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.8941975422203541	WGS	PRJNA478018	SAMN09489426	J. CRAIG VENTER INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4318851	NextSeq 500	PAIRED	RANDOM	METAGENOMIC	human oral metagenome	ILLUMINA	2018-06-28T00:00:00Z	SRP151559	mMetagenome	Saliva	64.03	31509401.0	179.0	5279925.0	44320.0	675891522.0	80.0	6263.0	1801076671.0	263011786.0	987345866.0	3638037723.0	915550329.0	Bacterial DNA sequence reads from human saliva	human oral metagenome	WGS	METAGENOMIC	saliva
	SRR7448292	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.5738171674311161	WGS	PRJNA478018	SAMN09489426	J. CRAIG VENTER INSTITUTE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4318850	NextSeq 500	PAIRED	RANDOM	METAGENOMIC	human oral metagenome	ILLUMINA	2018-06-28T00:00:00Z	SRP151559	mMetagenome	Saliva	64.5	16188903.0	170.0	3909769.0	22941.0	421635267.0	82.0	7416.0	1204825153.0	171719587.0	664493790.0	2362486466.0	587624780.0	Bacterial DNA sequence reads from human saliva	human oral metagenome	WGS	METAGENOMIC	saliva
	SRR7687997	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.4368255510926246	WGS	PRJNA471898	SAMN09715306	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4548360	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2018-10-12T00:00:00Z	SRP157584	mMetagenome	Not applicable	41.91	16588845.0	33.0	2195780.0	1690.0	90248167.0	41.0	468.0	803358180.0	51103793.0	243937012.0	2056168634.0	441730320.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR7992620	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0936014866456389	WGS	PRJNA471898	SAMN10173381	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4823681	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2018-10-12T00:00:00Z	SRP157584	mMetagenome	Not applicable	38.22	21406093.0	60.0	207523.0	3607.0	12808144.0	34.0	855.0	149029435.0	6296482.0	27464289.0	434145188.0	93146555.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR7992621	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0964035913348198	WGS	PRJNA471898	SAMN10173381	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4823681	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2018-10-12T00:00:00Z	SRP157584	mMetagenome	Not applicable	38.1	20812370.0	45.0	312296.0	2800.0	16413546.0	34.0	1030.0	153446433.0	8391109.0	38271742.0	448130667.0	95831138.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR7992810	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.063304397277534	WGS	PRJNA471898	SAMN10173402	NISC	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4823838	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2018-10-12T00:00:00Z	SRP157584	mMetagenome	Not applicable	35.85	15142399.0	32.0	252199.0	1406.0	9118633.0	33.0	494.0	100334742.0	5372198.0	27030946.0	306368739.0	63207566.0	MIMS Environmental/Metagenome sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR988077	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.4387991316616535	WGS	PRJNA219368	SAMN02354096	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352022	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	59.41	23571226.0	157.0	208460.0	3181.0	17045499.0	71.0	906.0	1136874302.0	7007135.0	28927039.0	1925054732.0	455210228.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
