archive_accession	Run_accession	sample_type	status	sample_name	project_name	publication_year	geo_loc_name	material	sample_host	community_type	total_runs_for_sample	available_runs_for_sample	unavailable_runs_for_sample	unitig_size_gb	Assay Type	BioProject	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA Study	Type	Isolation source	Avg_read_len	Avg_num_reads	seqstats_contigs_n50	seqstats_contigs_nbseq	seqstats_contigs_maxlen	seqstats_contigs_sumlen	seqstats_unitigs_n50	seqstats_unitigs_maxlen	seqstats_unitigs_sumlen	size_contigs_after_compression	size_contigs_before_compression	size_unitigs_before_compression	size_unitigs_after_compression	sample_title	scientific_name	library_strategy	library_source	isolation_source
	ERR451456	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0000847270712256	AMPLICON	PRJEB5758	SAMEA2393942	CCME-COLORADO	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX417828		SINGLE	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2014-06-07T00:00:00Z	ERP005182	mMetagenome	Not applicable	38.36	23690.0	35.0	215.0	88.0	8097.0	36.0	127.0	181916.0	3829.0	19576.0	462105.0	80084.0	13B06.ARM	human skin metagenome	AMPLICON	METAGENOMIC	
	ERR451468	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0001317933201789	AMPLICON	PRJEB5758	SAMEA2393954	CCME-COLORADO	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX417840		SINGLE	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2014-06-07T00:00:00Z	ERP005182	mMetagenome	Not applicable	39.59	59839.0	157.0	12.0	221.0	958.0	38.0	221.0	262500.0	577.0	1516.0	667887.0	122361.0	13F09.ARM	human skin metagenome	AMPLICON	METAGENOMIC	
	ERR451520	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0001007607206702	AMPLICON	PRJEB5758	SAMEA2394006	CCME-COLORADO	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX417892		SINGLE	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2014-06-07T00:00:00Z	ERP005182	mMetagenome	Not applicable	36.75	17122.0	48.0	33.0	66.0	1371.0	35.0	146.0	214105.0	819.0	3204.0	547001.0	95599.0	13B07.ARM	human skin metagenome	AMPLICON	METAGENOMIC	
	ERR451536	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0000694124028086	AMPLICON	PRJEB5758	SAMEA2394022	CCME-COLORADO	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX417908		SINGLE	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2014-06-07T00:00:00Z	ERP005182	mMetagenome	Not applicable	37.52	10948.0	34.0	219.0	60.0	8047.0	35.0	100.0	152171.0	3882.0	20053.0	380894.0	66302.0	14C03.ARMPIT	human skin metagenome	AMPLICON	METAGENOMIC	
ERS6590040	ERR6016625	modern_metagenome	available_unitigs	SAT16-LS29	Gelabert2021	2021.0	Georgia	sediment	Not applicable - env sample	Not applicable - env sample	7.0	5.0	2.0	0.0000125393271446																				49.35	631.0	189.0	17.0	269.0	3196.0	49.0	245.0	31138.0	1186.0	3713.0	54800.0	13464.0	Soil sequencing form Satsurblia cave sample 29	Homo sapiens environmental sample	WGS	GENOMIC	
ERS6590040	ERR6016626	modern_metagenome	available_unitigs	SAT16-LS29	Gelabert2021	2021.0	Georgia	sediment	Not applicable - env sample	Not applicable - env sample	7.0	5.0	2.0	0.0000219568610191																				41.9	1241.0	187.0	4.0	189.0	704.0	40.0	132.0	51994.0	377.0	824.0	102402.0	23576.0	Soil sequencing form Satsurblia cave sample 29	Homo sapiens environmental sample	WGS	GENOMIC	
ERS6590040	ERR6016627	modern_metagenome	available_unitigs	SAT16-LS29	Gelabert2021	2021.0	Georgia	sediment	Not applicable - env sample	Not applicable - env sample	7.0	5.0	2.0	0.0061376970261335																				42.08	378126.0	51.0	125.0	207.0	6386.0	41.0	112.0	15913262.0	1920.0	12252.0	28400069.0	6590302.0	Soil sequencing form Satsurblia cave sample 29	Homo sapiens environmental sample	WGS	GENOMIC	
ERS6590040	ERR6016628	modern_metagenome	available_unitigs	SAT16-LS29	Gelabert2021	2021.0	Georgia	sediment	Not applicable - env sample	Not applicable - env sample	7.0	5.0	2.0	0.0018415227532386																				45.37	107370.0	51.0	104.0	167.0	5544.0	45.0	119.0	4871279.0	1790.0	10578.0	8379859.0	1977320.0	Soil sequencing form Satsurblia cave sample 29	Homo sapiens environmental sample	WGS	GENOMIC	
	ERR671910	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.2348840842023492	WGS	PRJEB7626	SAMEA3113585	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626888	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.09	45526749.0	164.0	4398278.0	15176.0	545711158.0	61.0	4075.0	2556687279.0	222872419.0	798470696.0	4888726324.0	1270059973.0	102.100.100/8271	soil metagenome	WGS	METAGENOMIC	
	ERR671911	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.8285117484629154	WGS	PRJEB7626	SAMEA3113585	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626889	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	56.93	45609583.0		0.0		0.0	61.0	3116.0	2444696607.0			3296238307.0	986762363.0	102.100.100/8271	soil metagenome	WGS	METAGENOMIC	
	ERR671912	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9243940534070134	WGS	PRJEB7626	SAMEA3113584	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626890	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	58.6	38160510.0	171.0	2954625.0	6050.0	412282160.0	62.0	2040.0	2004669406.0	158640485.0	569923431.0	3684603012.0	952100362.0	102.100.100/8270	soil metagenome	WGS	METAGENOMIC	
	ERR671913	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.8791059060022235	WGS	PRJEB7626	SAMEA3113584	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626891	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	58.4	38222533.0	177.0	2485685.0	7883.0	367206734.0	61.0	2181.0	1912149077.0	138818358.0	497275133.0	3508307382.0	905653068.0	102.100.100/8270	soil metagenome	WGS	METAGENOMIC	
	ERR671915	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9181040786206722	WGS	PRJEB7626	SAMEA3113583	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626893	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	55.0	38655244.0	166.0	2436959.0	10082.0	322006430.0	58.0	2445.0	1952593301.0	126654651.0	455632448.0	3715080596.0	944819567.0	102.100.100/8269	soil metagenome	WGS	METAGENOMIC	
	ERR671916	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.1478266874328256	WGS	PRJEB7626	SAMEA3113582	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626894	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.62	44283033.0	151.0	3122074.0	5200.0	325436206.0	50.0	2894.0	2337441662.0	141604757.0	514660854.0	4702041051.0	1179153212.0	102.100.100/8268	soil metagenome	WGS	METAGENOMIC	
	ERR671917	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0892260037362576	WGS	PRJEB7626	SAMEA3113582	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626895	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.49	44330269.0	151.0	3349766.0	4958.0	316457663.0	50.0	2736.0	2223380822.0	142858551.0	521704312.0	4464690611.0	1119088900.0	102.100.100/8268	soil metagenome	WGS	METAGENOMIC	
	ERR671918	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.999326478689909	WGS	PRJEB7626	SAMEA3113581	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626896	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.41	44110977.0	174.0	2993976.0	20549.0	430655102.0	61.0	2881.0	2147002702.0	164656578.0	590018984.0	4002928753.0	1029057952.0	102.100.100/8263	soil metagenome	WGS	METAGENOMIC	
	ERR671919	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.006156399846077	WGS	PRJEB7626	SAMEA3113581	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626897	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.4	44321273.0	178.0	2814569.0	21808.0	424903832.0	61.0	3617.0	2160510478.0	159993150.0	572430853.0	4029849598.0	1036005277.0	102.100.100/8263	soil metagenome	WGS	METAGENOMIC	
	ERR671920	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0125281307846308	WGS	PRJEB7626	SAMEA3113580	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626898	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.15	44192765.0	151.0	2532454.0	14468.0	264997841.0	49.0	1869.0	2059753540.0	115165037.0	415719016.0	4139708799.0	1040803509.0	102.100.100/8262	soil metagenome	WGS	METAGENOMIC	
	ERR671921	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0184926157817245	WGS	PRJEB7626	SAMEA3113580	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626899	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.14	44357127.0	151.0	2620909.0	13922.0	269346865.0	49.0	1804.0	2071335987.0	117842345.0	425908677.0	4164487146.0	1046812557.0	102.100.100/8262	soil metagenome	WGS	METAGENOMIC	
	ERR671922	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0091450409963727	WGS	PRJEB7626	SAMEA3113579	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626900	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	60.77	48806409.0	172.0	3202607.0	23330.0	489681859.0	69.0	6605.0	2300161902.0	177559907.0	646256746.0	4099392366.0	1040245637.0	102.100.100/8161	soil metagenome	WGS	METAGENOMIC	
	ERR671923	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.023040596395731	WGS	PRJEB7626	SAMEA3113579	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626901	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	60.93	49186754.0	172.0	3241985.0	23360.0	500484751.0	69.0	5837.0	2330788112.0	180956290.0	658221704.0	4152392283.0	1054561327.0	102.100.100/8161	soil metagenome	WGS	METAGENOMIC	
	ERR671924	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.7412317441776395	WGS	PRJEB7626	SAMEA3113579	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626902	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	61.19	38618170.0	166.0	2442517.0	20298.0	360886204.0	69.0	5025.0	1720121660.0	131546689.0	478862020.0	3012268583.0	764809705.0	102.100.100/8161	soil metagenome	WGS	METAGENOMIC	
	ERR671925	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.745290957391262	WGS	PRJEB7626	SAMEA3113579	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626903	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	61.19	38749707.0	170.0	2234693.0	25054.0	353810589.0	69.0	9913.0	1729375151.0	126322724.0	458293482.0	3029304358.0	768936713.0	102.100.100/8161	soil metagenome	WGS	METAGENOMIC	
	ERR671926	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.477112733758986	WGS	PRJEB7626	SAMEA3113578	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626904	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	48.71	41778621.0		0.0		0.0	45.0	3374.0	1406584391.0			1974201338.0	573384606.0	102.100.100/8160	soil metagenome	WGS	METAGENOMIC	
	ERR671927	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.6520156087353826	WGS	PRJEB7626	SAMEA3113578	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626905	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	48.7	42007670.0	151.0	1188954.0	25569.0	129975837.0	45.0	3923.0	1419546874.0	51414831.0	192238854.0	2775834473.0	671337739.0	102.100.100/8160	soil metagenome	WGS	METAGENOMIC	
	ERR671929	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.8563670357689261	WGS	PRJEB7626	SAMEA3113578	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626907	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	47.59	49922132.0	151.0	1651099.0	3012.0	157340524.0	44.0	1896.0	1832958537.0	65328206.0	251123533.0	3677538421.0	880316072.0	102.100.100/8160	soil metagenome	WGS	METAGENOMIC	
	ERR671930	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9053654009476304	WGS	PRJEB7626	SAMEA3113577	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626908	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.86	38146598.0	169.0	2626707.0	17583.0	363677988.0	62.0	4112.0	2016561110.0	136549220.0	499028294.0	3689997222.0	932542135.0	102.100.100/8159	soil metagenome	WGS	METAGENOMIC	
	ERR671931	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9297481887042522	WGS	PRJEB7626	SAMEA3113577	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626909	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	58.04	38467394.0	168.0	2812066.0	18816.0	383989305.0	62.0	4987.0	2067591318.0	144934251.0	529836227.0	3784392592.0	957460751.0	102.100.100/8159	soil metagenome	WGS	METAGENOMIC	
	ERR671932	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0188378831371665	WGS	PRJEB7626	SAMEA3113576	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626910	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.67	44657411.0	159.0	2167820.0	21442.0	260520978.0	50.0	11375.0	2147392898.0	104992089.0	382016124.0	4226510573.0	1047983071.0	102.100.100/8158	soil metagenome	WGS	METAGENOMIC	
	ERR671933	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0374880339950323	WGS	PRJEB7626	SAMEA3113576	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626911	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.76	44724569.0	151.0	2811258.0	14308.0	293473445.0	50.0	14308.0	2184448552.0	124356475.0	456113454.0	4301143777.0	1067175404.0	102.100.100/8158	soil metagenome	WGS	METAGENOMIC	
	ERR671936	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.024043777026236	WGS	PRJEB7626	SAMEA3113575	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626914	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	55.42	45311845.0	162.0	2848275.0	5473.0	361270486.0	59.0	2139.0	2245581994.0	139610310.0	514671859.0	4215274287.0	1053736382.0	102.100.100/8155	soil metagenome	WGS	METAGENOMIC	
	ERR671937	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.041956214234233	WGS	PRJEB7626	SAMEA3113575	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX626915	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-28T00:00:00Z	ERP008551	mMetagenome	Not applicable	55.57	45375708.0	160.0	3074842.0	5697.0	380310684.0	59.0	2199.0	2283027255.0	148217175.0	547243887.0	4285655717.0	1072092896.0	102.100.100/8155	soil metagenome	WGS	METAGENOMIC	
	ERR687883	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.7627009870484471	WGS	PRJEB7626	SAMEA3113574	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632826	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	49.21	43282474.0		0.0		0.0	47.0	1530.0	1652992674.0			2315065913.0	672645618.0	102.100.100/8154	soil metagenome	WGS	METAGENOMIC	
	ERR687884	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.7663271883502603	WGS	PRJEB7626	SAMEA3113574	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632827	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	49.26	43332095.0	151.0	1496651.0	3481.0	159683614.0	47.0	1329.0	1661048194.0	64076541.0	240008895.0	3244861351.0	788967350.0	102.100.100/8154	soil metagenome	WGS	METAGENOMIC	
	ERR687885	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0356284007430077	WGS	PRJEB7626	SAMEA3113576	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632828	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.83	43861277.0	157.0	2348876.0	21422.0	280069461.0	50.0	11038.0	2177408153.0	112978480.0	412361352.0	4294344657.0	1065083143.0	102.100.100/8158	soil metagenome	WGS	METAGENOMIC	
	ERR687887	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.924558416940272	WGS	PRJEB7626	SAMEA3113577	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632830	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	58.23	37653295.0	166.0	2879229.0	26106.0	392923897.0	62.0	3134.0	2055130365.0	148075477.0	542022561.0	3763006878.0	952048629.0	102.100.100/8159	soil metagenome	WGS	METAGENOMIC	
	ERR687888	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9295652136206628	WGS	PRJEB7626	SAMEA3113577	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632831	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	58.29	37691065.0	165.0	2995505.0	22128.0	401520434.0	63.0	3227.0	2064511537.0	152256480.0	557650399.0	3781247414.0	957170292.0	102.100.100/8159	soil metagenome	WGS	METAGENOMIC	
	ERR687892	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9370233444496988	WGS	PRJEB7626	SAMEA3113581	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632835	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.17	41989449.0	176.0	2679624.0	14313.0	394782178.0	61.0	2716.0	2021972209.0	149028113.0	535946495.0	3770434574.0	964730949.0	102.100.100/8263	soil metagenome	WGS	METAGENOMIC	
	ERR687893	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0739015955477953	WGS	PRJEB7626	SAMEA3113582	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632836	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.58	42385942.0	151.0	2811791.0	6287.0	296694500.0	50.0	1771.0	2197619125.0	128202296.0	465720778.0	4405423830.0	1103338007.0	102.100.100/8268	soil metagenome	WGS	METAGENOMIC	
	ERR687894	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0719976257532835	WGS	PRJEB7626	SAMEA3113582	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632837	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	50.53	42356104.0	151.0	2691022.0	5487.0	290562058.0	50.0	2912.0	2194193013.0	124406187.0	451644240.0	4398755730.0	1101382274.0	102.100.100/8268	soil metagenome	WGS	METAGENOMIC	
	ERR687895	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9193917270749808	WGS	PRJEB7626	SAMEA3113583	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632838	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	55.08	37262580.0	164.0	2577505.0	7733.0	334480307.0	58.0	3984.0	1955599404.0	132212204.0	476224944.0	3721387674.0	945883962.0	102.100.100/8269	soil metagenome	WGS	METAGENOMIC	
	ERR687896	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9168412843719124	WGS	PRJEB7626	SAMEA3113583	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632839	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	55.02	37249680.0	164.0	2559541.0	6062.0	331974717.0	58.0	2419.0	1951213264.0	131235321.0	472734564.0	3712641663.0	943411365.0	102.100.100/8269	soil metagenome	WGS	METAGENOMIC	
	ERR687897	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.25745068769902	WGS	PRJEB7626	SAMEA3113585	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632840	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	57.02	46392079.0	172.0	3823615.0	9513.0	525209140.0	61.0	3510.0	2603705732.0	207189297.0	740134043.0	4979524942.0	1293099690.0	102.100.100/8271	soil metagenome	WGS	METAGENOMIC	
	ERR687898	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.252021474763751	WGS	PRJEB7626	SAMEA3113585	BRAEMBL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX632841	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2015-01-29T00:00:00Z	ERP008551	mMetagenome	Not applicable	56.95	46290224.0	170.0	3970307.0	7848.0	528122659.0	61.0	3938.0	2593479538.0	210595340.0	752980153.0	4960175733.0	1287540726.0	102.100.100/8271	soil metagenome	WGS	METAGENOMIC	
