dim	activation_sd	eta2_feature	rho_log_abundance	p_log_abundance	rho_mean_fraction	p_mean_fraction	best_task	best_eta2	max_abs_rho_depth	depth_dominated
80	0.6557089686393738	0.7353150248527527	0.5467007237766011	1.5338567839206677e-211	0.5298784181288896	1.6950181126605363e-196	feature	0.7353150248527527	0.5467007237766011	False
81	0.45717325806617737	0.7400152683258057	0.6598118421227478	0.0	0.6367390278904907	9.285995498225363e-309	feature	0.7400152683258057	0.6598118421227478	False
82	0.4404187798500061	0.7501135468482971	0.4327047234534208	2.354422844851106e-124	0.39117060816153365	5.243067780560382e-100	feature	0.7501135468482971	0.4327047234534208	False
83	0.21344582736492157	0.8517904281616211	-0.4880848772362384	1.3599224794130146e-162	-0.4168559159051016	1.1780718664383338e-114	feature	0.8517904281616211	0.4880848772362384	False
84	0.09514916688203812	0.8727309107780457	-0.6972997131143719	0.0	-0.6197445884053472	5.941558247056159e-288	feature	0.8727309107780457	0.6972997131143719	False
85	0.3850876986980438	0.7762163281440735	0.6917527829344092	0.0	0.6414423741672536	9.44967622e-315	feature	0.7762163281440735	0.6917527829344092	False
86	0.21874521672725677	0.6911323666572571	-0.2154115523204777	7.035099738701282e-30	-0.17726468845627635	1.3057525976302358e-20	feature	0.6911323666572571	0.2154115523204777	False
87	0.5123390555381775	0.8757206201553345	-0.5255420585259454	9.353963150884993e-193	-0.5516978267032696	3.547888102774906e-216	feature	0.8757206201553345	0.5516978267032696	False
88	0.323699951171875	0.6017706394195557	-0.08898559809580797	3.4075481741845774e-06	-0.14517678218201607	2.898982019881908e-14	feature	0.6017706394195557	0.14517678218201607	False
89	0.33827751874923706	0.8544461131095886	-0.6400397421667277	5.93568989677e-313	-0.6305090101885815	5.574117543161542e-301	feature	0.8544461131095886	0.6400397421667277	False
90	0.4545162618160248	0.8673693537712097	-0.5263023391552115	2.0839129460241199e-193	-0.563152114501791	4.18740164113959e-227	feature	0.8673693537712097	0.563152114501791	False
