dim	activation_sd	eta2_feature	rho_log_abundance	p_log_abundance	rho_mean_fraction	p_mean_fraction	best_task	best_eta2	max_abs_rho_depth	depth_dominated
167	0.4058651328086853	0.8323866724967957	-0.2986478433372373	4.48211969359016e-57	-0.229904576648854	6.564257949369811e-34	feature	0.8323866724967957	0.2986478433372373	False
168	0.33186787366867065	0.7873501181602478	0.1121096101771605	4.673252938443766e-09	0.12070065998067678	2.7807543652285447e-10	feature	0.7873501181602478	0.12070065998067678	False
169	0.4043075740337372	0.8611584305763245	-0.4057261272769834	3.7774042920234615e-108	-0.41875194275506283	8.670481688765114e-116	feature	0.8611584305763245	0.41875194275506283	False
170	0.35158810019493103	0.8583570122718811	-0.2767148904475279	6.217759895982791e-49	-0.3239557425593213	2.1468450125387355e-67	feature	0.8583570122718811	0.3239557425593213	False
171	0.7250999808311462	0.7785012722015381	0.7688503809845602	0.0	0.7718166846949368	0.0	feature	0.7785012722015381	0.7718166846949368	False
172	0.35805919766426086	0.8564276695251465	-0.5505535211159852	4.1541888395422663e-215	-0.5766338323291513	1.5792159899346845e-240	feature	0.8564276695251465	0.5766338323291513	False
173	0.5466727018356323	0.7503227591514587	0.43660031336570104	8.07896771161948e-127	0.5076381031475843	7.214943114711022e-178	feature	0.7503227591514587	0.5076381031475843	False
174	0.4638230800628662	0.7772073745727539	0.451813269636213	9.29861261018586e-137	0.36549462310570574	1.3014177820755687e-86	feature	0.7772073745727539	0.451813269636213	False
175	0.38501477241516113	0.7319566011428833	-0.1044078174820124	4.9347400682545e-08	-0.12212403884073929	1.708273874936901e-10	feature	0.7319566011428833	0.12212403884073929	False
176	0.45115166902542114	0.8707475662231445	0.38526364918259925	8.105373613410366e-97	0.36339942405489295	1.4281613267957156e-85	feature	0.8707475662231445	0.38526364918259925	False
177	0.26874008774757385	0.7810413241386414	-0.5770690294619001	5.683925532558947e-241	-0.6746878318299782	0.0	feature	0.7810413241386414	0.6746878318299782	False
178	0.42418959736824036	0.7587036490440369	-0.13163010357173502	5.707629590569659e-12	-0.25754581033467117	2.1113804579857433e-42	feature	0.7587036490440369	0.25754581033467117	False
179	0.44448137283325195	0.8150585889816284	-0.5848337741093782	5.283679757419553e-249	-0.677063770160633	0.0	feature	0.8150585889816284	0.677063770160633	False
180	0.4568728506565094	0.726495623588562	-0.22430057301075232	2.566990647570539e-32	-0.36285392882856476	2.656838933549013e-85	feature	0.726495623588562	0.36285392882856476	False
181	0.4222401976585388	0.7794373035430908	0.4647662614549549	1.2543181333345077e-145	0.5770762551052522	5.588231325885985e-241	feature	0.7794373035430908	0.5770762551052522	False
182	0.5153488516807556	0.7355605959892273	0.2453352359475101	1.6166918268501875e-38	0.3126682811583294	1.1472470317090024e-62	feature	0.7355605959892273	0.3126682811583294	False
183	0.4179692566394806	0.7817779183387756	-0.47738201544215353	1.2122533304068764e-154	-0.4304767274549041	5.8473418533436415e-123	feature	0.7817779183387756	0.47738201544215353	False
184	0.4808582067489624	0.7114835381507874	0.5130524770733822	2.8160797364037388e-182	0.5309230687845633	2.0873085536100472e-197	feature	0.7114835381507874	0.5309230687845633	False
185	0.24729228019714355	0.6277843713760376	-0.07534507585602222	8.480184610125659e-05	-0.08011922755103523	2.912103420970745e-05	feature	0.6277843713760376	0.08011922755103523	False
186	0.5394739508628845	0.6712138652801514	0.6255847269535646	5.880000088373519e-295	0.6648797551933954	0.0	feature	0.6712138652801514	0.6648797551933954	False
187	0.31439974904060364	0.7660727500915527	-0.2174675655931859	1.9629717858699818e-30	-0.2592162065790544	5.979739021989713e-43	feature	0.7660727500915527	0.2592162065790544	False
188	0.43771442770957947	0.8824126124382019	-0.632222262789741	4.216275647475749e-303	-0.6869481994001727	0.0	feature	0.8824126124382019	0.6869481994001727	False
189	0.25017377734184265	0.7885643243789673	0.6071177479142295	2.6446302774778156e-273	0.6390098477509168	1.22386446535e-311	feature	0.7885643243789673	0.6390098477509168	False
190	0.2932080030441284	0.7139571905136108	0.2236912405659158	3.8015621424218127e-32	0.23857808787753115	1.8515102349149686e-36	feature	0.7139571905136108	0.23857808787753115	False
191	0.39355865120887756	0.8269303441047668	0.5196819013025198	8.752166699527745e-188	0.6192845336805353	2.0863767770954661e-287	feature	0.8269303441047668	0.6192845336805353	False
192	0.20720086991786957	0.6703761219978333	-0.5930449251750155	9.765601240211936e-258	-0.7274345490996709	0.0	feature	0.6703761219978333	0.7274345490996709	False
193	0.35378703474998474	0.6842838525772095	0.28234937812724464	5.904043703070859e-51	0.3100981065901809	1.2817528799294667e-61	feature	0.6842838525772095	0.3100981065901809	False
194	0.27035996317863464	0.8737464547157288	-0.5631363366359544	4.33803659395448e-227	-0.5322927345285008	1.3248337696654452e-198	feature	0.8737464547157288	0.5631363366359544	False
195	0.41448143124580383	0.7227529287338257	-0.26459725100425585	9.646165090133324e-45	-0.25484832522659945	1.5881104006441234e-41	feature	0.7227529287338257	0.26459725100425585	False
196	0.19186922907829285	0.7222324013710022	-0.4589569187209015	1.3303697804340524e-141	-0.5248363832888605	3.756562265720389e-192	feature	0.7222324013710022	0.5248363832888605	False
197	0.03175690397620201	0.5752512812614441	-0.6793540100930971	0.0	-0.6547728230755746	0.0	feature	0.5752512812614441	0.6793540100930971	False
198	0.48278069496154785	0.7697225213050842	0.03614468577642843	0.05964105337385742	0.07341266986918968	0.0001284943289804268	feature	0.7697225213050842	0.07341266986918968	False
199	0.1839216649532318	0.7446095943450928	-0.05719660901266497	0.00286479604237347	-0.0278489526321043	0.14678859962416965	feature	0.7446095943450928	0.05719660901266497	False
200	0.34832754731178284	0.841881513595581	-0.3890307530427391	7.62910286118105e-99	-0.44393903145138014	1.4997998605478593e-131	feature	0.841881513595581	0.44393903145138014	False
201	0.40122079849243164	0.6124367713928223	0.4443423603619998	8.17737196826567e-132	0.4039464377083716	3.933439817581693e-107	feature	0.6124367713928223	0.4443423603619998	False
202	0.3284185528755188	0.6327407360076904	-0.5841447886219006	2.7823025072143082e-248	-0.656227971944882	0.0	feature	0.6327407360076904	0.656227971944882	False
203	0.26204484701156616	0.674968957901001	-0.6526547223079325	0.0	-0.6473977481237331	1.8e-322	feature	0.674968957901001	0.6526547223079325	False
204	0.24510999023914337	0.7546523213386536	0.10125904711747925	1.2345232494993464e-07	0.09082581872268239	2.126308243437139e-06	feature	0.7546523213386536	0.10125904711747925	False
205	0.34709224104881287	0.7421589493751526	-0.10790711013414114	1.7255136747920446e-08	-0.16185392625097486	2.1168879189336192e-17	feature	0.7421589493751526	0.16185392625097486	False
206	0.37554165720939636	0.865680456161499	0.28197639663674434	8.062956939506131e-51	0.30504952797951707	1.3689607251239205e-59	feature	0.865680456161499	0.30504952797951707	False
207	0.5102168321609497	0.5765315294265747	0.7198925096768934	0.0	0.6911589892253006	0.0	feature	0.5765315294265747	0.7198925096768934	False
208	0.24817949533462524	0.5127576589584351	0.40081818635103716	2.3357790791583148e-105	0.4030671561206904	1.2451878852977912e-106	feature	0.5127576589584351	0.4030671561206904	False
209	0.4076462686061859	0.7092336416244507	0.6522166008934185	0.0	0.6798530467576576	0.0	feature	0.7092336416244507	0.6798530467576576	False
210	0.2793011963367462	0.8409751653671265	0.35559517900600224	9.16090540089964e-82	0.4673129645946873	2.0369083651457212e-147	feature	0.8409751653671265	0.4673129645946873	False
211	0.3691673278808594	0.7332875728607178	0.4339768775176387	3.7205758982350556e-125	0.3524213816046991	3.018968901595779e-80	feature	0.7332875728607178	0.4339768775176387	False
212	0.32821381092071533	0.7131804823875427	0.41542705556429466	8.323306440428264e-114	0.38954080588834056	4.037131277897192e-99	feature	0.7131804823875427	0.41542705556429466	False
213	0.24151511490345	0.8910939693450928	-0.6873134264215592	0.0	-0.7072540920102796	0.0	feature	0.8910939693450928	0.7072540920102796	False
214	0.0904482826590538	0.8333765268325806	-0.3872783653133359	6.735608548398729e-98	-0.3899775871356381	2.3387783358988303e-99	feature	0.8333765268325806	0.3899775871356381	False
215	0.20012612640857697	0.7354041934013367	-0.5901219189886083	1.340788495734851e-254	-0.6700579446191037	0.0	feature	0.7354041934013367	0.6700579446191037	False
216	0.2209281027317047	0.8228135704994202	-0.32517931375415443	6.411635567754227e-68	-0.24451456340131475	2.8980226007567344e-38	feature	0.8228135704994202	0.32517931375415443	False
217	0.33441826701164246	0.7234615087509155	0.6407922657685434	6.4561056226e-314	0.5896179405429121	4.624957572190993e-254	feature	0.7234615087509155	0.6407922657685434	False
218	0.16168905794620514	0.772201657295227	-0.66265998499825	0.0	-0.7441878972314926	0.0	feature	0.772201657295227	0.7441878972314926	False
219	0.18196190893650055	0.7331629395484924	0.4146697804762026	2.336949051069648e-113	0.5042593196569679	3.7096074405172074e-175	feature	0.7331629395484924	0.5042593196569679	False
220	0.3338429629802704	0.7976014614105225	-0.015106538735842534	0.4313031528061515	0.014731831256514073	0.4428191271903469	feature	0.7976014614105225	0.015106538735842534	False
221	0.502258837223053	0.8217480778694153	-0.11130206834130725	6.029265946551137e-09	-0.1940169734483142	1.9087513275413418e-24	feature	0.8217480778694153	0.1940169734483142	False
222	0.4871448576450348	0.6623222231864929	0.7419405157488981	0.0	0.7103440392125506	0.0	feature	0.6623222231864929	0.7419405157488981	False
223	0.31148427724838257	0.6794130206108093	0.5887402448179287	3.9751378265285357e-253	0.5826047454960855	1.1241151884047731e-246	feature	0.6794130206108093	0.5887402448179287	False
224	0.1344352811574936	0.7968583703041077	-0.4653988168361937	4.522296995520795e-146	-0.4114048808494435	1.9430709367562764e-111	feature	0.7968583703041077	0.4653988168361937	False
225	0.2318052351474762	0.8207402229309082	-0.6420684740739181	1.478308256e-315	-0.5740488882038568	6.618064673715326e-238	feature	0.8207402229309082	0.6420684740739181	False
226	0.3083060681819916	0.8493018746376038	0.04634555032019743	0.01571378068930496	0.17565907006762388	2.9134797574146815e-20	feature	0.8493018746376038	0.17565907006762388	False
227	0.23415789008140564	0.6655557155609131	-0.6327085797759741	1.0479905080509255e-303	-0.6185634943104485	1.487688371735852e-286	feature	0.6655557155609131	0.6327085797759741	False
228	0.17739665508270264	0.574550211429596	-0.3666664196438851	3.3819615114955274e-87	-0.457664385878548	1.0211221574165388e-140	feature	0.574550211429596	0.457664385878548	False
229	0.49370643496513367	0.8436782956123352	-0.6953007928454554	0.0	-0.7908789085993131	0.0	feature	0.8436782956123352	0.7908789085993131	False
230	0.34866201877593994	0.8744418025016785	-0.5995601385400612	7.566146154915804e-265	-0.5945119116761388	2.5281713524627607e-259	feature	0.8744418025016785	0.5995601385400612	False
231	0.28101232647895813	0.747660756111145	-0.07398749423037207	0.00011366918837044458	-0.042451844498755616	0.026941271545266397	feature	0.747660756111145	0.07398749423037207	False
232	0.4098064601421356	0.7828158140182495	-0.5309600526067096	1.9378759611111596e-197	-0.5013288706746163	7.87246875510056e-173	feature	0.7828158140182495	0.5309600526067096	False
233	0.45725440979003906	0.5955970287322998	0.8436677390936804	0.0	0.8197885791530686	0.0	feature	0.5955970287322998	0.8436677390936804	True
234	0.39371687173843384	0.7429664731025696	0.3020447148965917	2.1127294930665753e-58	0.3208489019161439	4.503363947201189e-66	feature	0.7429664731025696	0.3208489019161439	False
235	0.3615635931491852	0.8871148824691772	-0.7335125015309196	0.0	-0.7773694718727612	0.0	feature	0.8871148824691772	0.7773694718727612	False
236	0.29701489210128784	0.866269052028656	0.22694701999560152	4.601109650296635e-33	0.2361764233609589	9.63726177330856e-36	feature	0.866269052028656	0.2361764233609589	False
237	0.3601851165294647	0.6301963925361633	-0.41774858755620486	3.4561325070390143e-115	-0.4649453343270996	9.398916880358633e-146	feature	0.6301963925361633	0.4649453343270996	False
238	0.39337876439094543	0.8727529644966125	-0.5093026823273098	3.245873596352992e-179	-0.490568779613753	1.768825664846979e-164	feature	0.8727529644966125	0.5093026823273098	False
239	0.4253319501876831	0.8794533014297485	-0.6473934504058906	1.8e-322	-0.6560802473242275	0.0	feature	0.8794533014297485	0.6560802473242275	False
240	0.5257248282432556	0.8454671502113342	0.04412547361094937	0.02146681670248494	0.034986666204147955	0.0682946286856842	feature	0.8454671502113342	0.04412547361094937	False
241	0.3844127357006073	0.7262713313102722	-0.2066937776992179	1.363742060888298e-27	-0.2641934784578095	1.319163219526688e-44	feature	0.7262713313102722	0.2641934784578095	False
242	0.13337823748588562	0.4258478581905365	0.7248478183150889	0.0	0.7542477592097206	0.0	feature	0.4258478581905365	0.7542477592097206	True
243	0.25535959005355835	0.6509963870048523	-0.5116787584827436	3.764653185832489e-181	-0.5147543346315059	1.1153271807057482e-183	feature	0.6509963870048523	0.5147543346315059	False
244	0.43454858660697937	0.7349064946174622	-0.46263090021818476	3.8651215006721087e-144	-0.48775051254245994	2.4332325475466997e-162	feature	0.7349064946174622	0.48775051254245994	False
245	0.28349900245666504	0.8733350038528442	-0.6488487904854726	0.0	-0.6478769181018619	4e-323	feature	0.8733350038528442	0.6488487904854726	False
246	0.17610101401805878	0.8809488415718079	-0.5697059765557608	1.493112322489195e-233	-0.47982810634881046	1.9565519592439605e-156	feature	0.8809488415718079	0.5697059765557608	False
247	0.25777480006217957	0.8078951835632324	-0.4738601710490349	4.3488108804664966e-152	-0.48719516605325974	6.385904482096499e-162	feature	0.8078951835632324	0.48719516605325974	False
248	0.5296127200126648	0.8271564841270447	0.5913170765093634	7.052126705139098e-256	0.6820707653314176	0.0	feature	0.8271564841270447	0.6820707653314176	False
249	0.6398817896842957	0.7114614248275757	0.6983160430316	0.0	0.6384908531554305	5.5991504791507e-311	feature	0.7114614248275757	0.6983160430316	False
250	0.41546788811683655	0.8707504272460938	-0.20113398592332007	3.472525297717321e-26	-0.20704773283474995	1.1062077665012945e-27	feature	0.8707504272460938	0.20704773283474995	False
251	0.18355411291122437	0.7924160361289978	-0.6924953402742947	0.0	-0.6682433821278666	0.0	feature	0.7924160361289978	0.6924953402742947	False
252	0.4118640124797821	0.7065812349319458	-0.09395968817990082	9.326844796589515e-07	-0.14136634035649392	1.3501248524217308e-13	feature	0.7065812349319458	0.14136634035649392	False
253	0.7446472644805908	0.7161752581596375	0.7615977876207827	0.0	0.7249794266205217	0.0	feature	0.7161752581596375	0.7615977876207827	False
254	0.4090280830860138	0.7526600956916809	-0.5557995207372012	4.848801194709662e-220	-0.5975335858383357	1.2829776299808272e-262	feature	0.7526600956916809	0.5975335858383357	False
255	0.5257791876792908	0.7202215194702148	0.27341614819033755	9.03304133376826e-48	0.2538717414921721	3.2777108501579026e-41	feature	0.7202215194702148	0.27341614819033755	False
